user ID,used buses,used transfer points,waiting time,ride time
0,"[7, 6, 8]","[23, 0, 6, 17]",6.0,27.622
1,[7],"[28, 25]",4.0,7.494
2,"[0, 6, 8]","[1, 0, 6, 29]",15.2,28.617
3,[7],"[21, 0]",2.0,4.636
4,-,-,-,-
5,"[7, 0]","[23, 0, 1]",21.3,13.129
6,[6],"[15, 12]",4.0,7.714
7,"[6, 0]","[15, 6, 1]",9.5,18.119
8,"[6, 0]","[9, 6, 2]",9.5,24.654
9,"[6, 8]","[7, 6, 31]",20.9,28.376
10,"[8, 7]","[29, 28, 27]",4.0,12.637
11,"[0, 6]","[3, 6, 10]",11.5,18.08
12,[7],"[21, 28]",4.0,16.207
13,"[0, 8, 7]","[4, 6, 28, 24]",12.0,28.672
14,"[7, 0]","[22, 0, 18]",4.0,26.553
15,"[0, 8]","[4, 6, 29]",4.0,9.607
16,"[8, 0]","[30, 6, 1]",16.0,21.304
17,"[8, 0]","[6, 17, 1]",8.2,19.233
18,[6],"[6, 13]",2.0,9.36
19,"[6, 7]","[13, 0, 26]",10.2,38.404
