number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:56:08,[],[]
2,0,08:56:07,08:58:08,['4'],[]
3,13,09:30:32,09:35:20,[],['4']
4,10,09:45:16,09:50:00,['0'],[]
5,3,10:03:03,10:05:03,"['47', '3']",['0']
6,0,10:17:28,10:19:28,[],"['47', '3']"
7,7,10:24:04,12:15:00,['39'],[]
8,3,12:24:30,13:01:48,"['32', '43']",['39']
9,10,13:14:51,13:16:52,[],['43']
10,11,13:19:28,13:28:46,[],['32']
11,8,13:37:59,13:40:00,"['42', '24']",[]
12,13,13:56:43,13:58:43,[],"['42', '24']"
13,28,14:31:07,19:00:00,[],[]
