number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:56:08,[],[]
2,0,08:56:07,08:58:08,['49'],[]
3,7,09:02:44,09:04:45,[],['49']
4,8,09:19:20,09:21:21,['1'],[]
5,3,09:26:53,09:34:45,['16'],[]
6,7,09:44:15,09:46:16,[],['16']
7,0,09:50:52,09:52:52,[],['1']
8,7,09:57:28,10:15:00,['25'],[]
9,3,10:24:30,11:40:00,['10'],['25']
10,8,11:45:32,11:47:32,[],['10']
11,13,12:04:15,12:10:00,"['29', '33']",[]
12,11,12:17:36,12:19:36,[],['29']
13,3,12:34:22,12:36:22,[],['33']
14,0,12:48:47,13:15:55,['6'],[]
15,7,13:20:31,13:22:32,[],['6']
16,28,13:27:08,19:00:00,[],[]
