user ID,used buses,used transfer points,waiting time,ride time
0,"[14, 18, 29]","[18, 4, 3, 8]",26.5,16.615
1,[28],"[2, 1]",2.0,3.462
2,"[29, 18]","[7, 3, 5]",4.0,13.043
3,"[14, 18, 29]","[17, 4, 3, 13]",28.6,25.03
4,"[18, 29]","[2, 3, 11]",23.2,14.538
5,"[18, 14]","[2, 4, 18]",22.3,15.923
6,"[29, 18, 24]","[7, 3, 4, 18]",27.2,19.696
7,[14],"[15, 4]",2.0,6.383
8,"[29, 18, 14]","[8, 3, 4, 18]",21.7,16.615
9,"[19, 18, 14]","[7, 3, 4, 15]",13.0,16.972
10,"[28, 29]","[4, 3, 7]",6.4,10.589
11,-,-,-,-
12,[24],"[19, 4]",2.0,9.237
13,"[24, 18, 19]","[18, 4, 3, 12]",29.4,29.135
14,[28],"[4, 1]",18.5,10.385
15,"[24, 19]","[14, 0, 7]",20.4,9.0
16,[14],"[16, 15]",2.0,2.769
17,[18],"[4, 1]",10.9,10.385
18,"[19, 18, 24]","[13, 3, 4, 15]",28.9,26.517
19,[24],"[17, 14]",4.0,14.731
20,"[18, 19]","[4, 3, 8]",14.0,7.615
21,"[29, 18]","[10, 3, 0]",6.0,22.945
22,"[19, 18]","[13, 3, 0]",20.5,27.311
23,"[19, 18, 24]","[9, 3, 4, 17]",12.2,15.972
24,"[18, 14]","[5, 4, 16]",8.9,9.437
25,[24],"[19, 16]",2.0,12.481
26,[19],"[12, 13]",2.0,2.769
27,[14],"[17, 16]",2.0,8.563
28,[18],"[4, 3]",2.0,3.462
29,"[28, 19]","[4, 3, 13]",11.8,20.135
30,"[28, 14]","[1, 4, 14]",4.0,18.278
31,[24],"[19, 15]",15.3,17.46
32,"[18, 29]","[5, 3, 13]",19.0,22.588
33,[29],"[8, 7]",4.0,11.282
34,[29],"[11, 9]",2.0,3.462
35,"[29, 28, 14]","[12, 3, 4, 15]",28.5,26.517
36,[24],"[18, 14]",14.2,18.943
37,[29],"[12, 9]",2.0,9.106
38,[24],"[15, 0]",4.0,9.0
39,"[14, 28, 19]","[20, 4, 3, 13]",30.3,34.05
40,[24],"[14, 16]",2.0,4.433
41,"[29, 18, 14]","[12, 3, 4, 17]",21.5,25.03
42,[24],"[19, 14]",2.0,15.48
43,"[18, 24]","[2, 0, 17]",4.0,22.793
44,"[24, 18, 19]","[14, 4, 3, 13]",29.0,28.028
45,"[24, 18]","[17, 4, 2]",6.0,11.818
46,"[29, 28]","[8, 3, 0]",4.0,13.468
47,"[29, 18, 14]","[10, 3, 0, 18]",8.0,41.379
48,"[29, 18, 14]","[9, 3, 4, 19]",25.7,22.154
49,[29],"[3, 12]",2.0,16.673
