user ID,used buses,used transfer points,waiting time,ride time
0,"[16, 0]","[13, 6, 4]",4.0,15.42
1,"[10, 6]","[18, 6, 11]",7.9,18.203
2,"[6, 0]","[8, 0, 3]",9.9,28.569
3,[6],"[9, 8]",2.0,1.5
4,[6],"[7, 12]",2.0,11.715
5,[16],"[14, 15]",2.0,3.0
6,[10],"[20, 18]",2.0,4.5
7,"[0, 16]","[2, 6, 14]",21.9,22.308
8,[10],"[4, 18]",2.0,7.649
9,[16],"[7, 12]",2.0,11.715
10,[0],"[4, 20]",4.0,11.208
11,[16],"[15, 12]",2.0,6.708
12,[0],"[5, 1]",2.0,12.816
13,"[16, 0]","[15, 6, 4]",18.4,9.908
14,"[10, 16]","[2, 6, 8]",8.1,30.137
15,[6],"[11, 14]",2.0,8.078
16,[10],"[5, 1]",2.0,12.816
17,"[0, 6]","[4, 6, 16]",15.0,6.621
18,"[10, 16]","[3, 6, 13]",6.7,20.078
19,"[16, 10]","[10, 6, 18]",19.1,16.411
20,[16],"[15, 6]",2.0,5.408
21,[10],"[2, 3]",2.0,6.364
22,[16],"[15, 13]",2.0,6.0
23,"[16, 0]","[15, 6, 19]",4.0,8.762
24,"[6, 0]","[10, 0, 1]",16.1,24.069
25,"[6, 0]","[7, 6, 19]",6.0,20.856
26,"[0, 16]","[5, 6, 15]",4.0,8.408
27,"[0, 16]","[4, 6, 16]",13.6,6.621
28,[16],"[15, 10]",2.0,7.649
29,"[0, 16]","[18, 6, 15]",17.9,8.762
30,"[0, 6]","[2, 6, 9]",4.0,27.647
31,[6],"[8, 15]",10.0,16.486
32,"[6, 10]","[10, 6, 17]",12.9,15.447
33,[6],"[12, 13]",2.0,3.0
34,[6],"[9, 12]",2.0,7.5
35,[0],"[4, 20]",8.2,11.208
36,"[16, 10]","[11, 6, 17]",4.0,18.203
37,"[10, 6]","[18, 6, 7]",9.9,27.69
38,-,-,-,-
39,"[16, 0]","[16, 6, 18]",4.0,5.475
