number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:06:44,[],[]
2,2,08:18:09,08:20:09,['46'],[]
3,4,08:34:55,09:12:00,['23'],['46']
4,0,09:38:00,09:42:00,"['12', '17']",['23']
5,3,09:58:51,10:00:51,[],['17']
6,4,10:10:05,10:40:12,['2'],['12']
7,3,10:49:26,11:02:00,['67'],[]
8,1,11:13:05,11:22:00,['5'],['67']
9,0,11:28:12,12:02:00,['76'],"['5', '2']"
10,4,12:28:00,12:45:26,"['62', '11', '54']",['76']
11,3,12:54:40,13:03:00,[],['11']
12,2,13:08:32,13:13:55,['77'],['62']
13,0,13:25:20,13:31:28,"['51', '34']","['77', '54']"
14,2,13:42:53,14:33:47,['44'],"['51', '34']"
15,1,14:39:19,14:42:00,['56'],[]
16,0,14:48:12,15:32:00,['39'],"['56', '44']"
17,4,15:58:00,16:00:00,[],['39']
18,2,16:14:46,16:17:00,['48'],[]
19,3,16:22:32,16:24:32,[],['48']
20,0,16:41:23,19:00:00,[],[]
