number,stop ID,arrival time,departure time,pick up users,drop of users
1,32,07:00:00,07:52:32,[],[]
2,2,07:57:59,08:00:00,['23'],[]
3,17,08:14:22,08:20:00,['27'],['23']
4,6,08:22:52,08:24:52,[],['27']
5,3,08:32:34,08:45:17,"['18', '9']",[]
6,6,08:52:59,08:55:00,['21'],"['18', '9']"
7,18,08:57:52,08:59:52,[],['21']
8,6,09:02:44,09:06:31,"['28', '37']",[]
9,5,09:09:05,09:11:05,[],['37']
10,0,09:26:04,09:40:00,['33'],['28']
11,6,09:57:14,09:59:14,"['19', '2']",[]
12,17,10:02:06,10:05:58,[],['2']
13,18,10:08:32,10:10:32,[],['19']
14,20,10:14:23,10:20:00,['5'],['33']
15,6,10:25:44,10:27:44,['16'],[]
16,4,10:31:35,10:33:36,[],['5']
17,3,10:37:27,10:40:00,['17'],['16']
18,2,10:45:27,10:54:38,['7'],[]
19,1,10:55:55,11:00:25,[],['17']
20,0,11:05:03,11:07:04,[],['7']
21,32,11:07:04,19:00:00,[],[]
