user ID,used buses,used transfer points,waiting time,ride time
0,[20],"[14, 4]",18.1,26.173
1,[120],"[9, 11]",2.0,3.806
2,[110],"[5, 7]",2.0,7.941
3,[21],"[2, 0]",2.0,11.418
4,"[120, 10]","[13, 8, 7]",4.0,27.324
5,"[110, 20]","[6, 4, 14]",4.0,30.258
6,"[110, 20]","[7, 4, 13]",18.2,33.632
7,[20],"[8, 12]",4.0,16.603
8,[110],"[5, 7]",2.0,7.941
9,[20],"[12, 4]",2.0,15.774
10,"[110, 21, 120]","[6, 4, 0, 13]",8.0,46.362
11,"[110, 20]","[7, 8, 9]",6.6,16.147
12,"[120, 21]","[10, 0, 2]",12.1,33.61
13,[20],"[13, 11]",2.0,11.676
14,"[110, 120]","[6, 4, 11]",4.0,19.513
15,[20],"[11, 12]",2.0,4.971
16,[21],"[4, 1]",2.0,20.308
17,[20],"[4, 14]",2.0,21.549
18,[120],"[0, 10]",2.0,22.192
19,[120],"[12, 4]",2.0,15.774
