user ID,used buses,used transfer points,waiting time,ride time
0,"[7, 6]","[22, 0, 7]",12.7,16.22
1,-,-,-,-
2,-,-,-,-
3,"[0, 7]","[1, 0, 21]",19.1,9.271
4,"[8, 6]","[31, 6, 9]",7.3,23.353
5,"[0, 6]","[18, 6, 11]",23.1,15.603
6,[7],"[21, 28]",4.0,15.924
7,"[0, 6]","[18, 6, 15]",16.6,7.568
8,[0],"[3, 19]",15.6,9.607
9,-,-,-,-
10,"[7, 0, 8]","[24, 0, 6, 29]",9.1,33.601
11,"[7, 8, 6]","[23, 28, 6, 16]",10.0,28.126
12,[8],"[6, 31]",2.0,11.854
13,"[6, 7]","[9, 0, 25]",22.9,27.483
14,[6],"[8, 10]",2.0,2.571
15,[0],"[1, 4]",2.0,9.792
16,"[7, 8, 0]","[23, 28, 6, 18]",14.6,29.154
17,[7],"[26, 27]",2.0,1.286
18,"[8, 7]","[31, 28, 26]",17.6,7.207
19,[6],"[13, 14]",2.0,2.571
20,[8],"[28, 29]",11.0,9.0
21,-,-,-,-
22,[7],"[23, 28]",2.0,11.854
23,"[0, 8]","[1, 6, 31]",7.1,25.602
24,"[8, 0]","[30, 6, 20]",22.0,13.571
25,[7],"[22, 24]",10.7,3.857
26,"[0, 8, 7]","[3, 6, 28, 27]",27.6,25.726
27,-,-,-,-
28,[6],"[11, 16]",2.0,10.91
29,"[8, 6]","[29, 6, 16]",14.0,7.568
30,"[0, 8]","[0, 6, 17]",8.0,21.16
31,[7],"[0, 25]",4.0,13.636
32,[6],"[13, 8]",2.0,9.792
33,-,-,-,-
34,"[7, 0, 6]","[24, 0, 6, 14]",10.0,35.0
35,"[8, 6]","[31, 6, 12]",6.9,22.544
36,"[6, 0]","[8, 6, 3]",17.1,28.274
37,"[6, 8]","[7, 6, 29]",16.0,17.393
38,-,-,-,-
39,[6],"[0, 16]",9.2,28.818
40,"[6, 8, 7]","[16, 6, 28, 24]",6.0,25.553
41,[6],"[9, 16]",4.0,13.122
42,[6],"[11, 6]",4.0,13.848
43,"[8, 6]","[30, 6, 16]",4.0,9.639
44,[6],"[9, 10]",2.0,1.286
45,"[6, 0]","[11, 6, 5]",6.0,15.299
46,-,-,-,-
47,[7],"[22, 23]",2.0,1.286
48,[0],"[3, 4]",2.0,3.857
49,[0],"[1, 4]",2.0,9.792
50,"[6, 8]","[14, 6, 29]",5.4,12.674
51,"[7, 8]","[27, 28, 6]",6.0,18.386
52,-,-,-,-
53,[0],"[4, 20]",2.0,8.233
54,[7],"[0, 23]",2.0,7.497
55,-,-,-,-
56,"[6, 8, 7]","[11, 6, 28, 26]",10.0,34.934
57,-,-,-,-
58,[6],"[14, 16]",2.0,5.301
59,-,-,-,-
