user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[6, 10]","[16, 6, 1]",9.2,15.3,19.23,2
1,[17],"[24, 22]",2.0,3.85,5.85,1
2,[0],"[2, 3]",2.0,5.45,7.45,1
3,"[8, 7]","[31, 28, 21]",4.0,18.22,22.2,2
4,[7],"[0, 26]",19.5,16.2,16.67,1
5,"[10, 18, 7]","[5, 6, 28, 24]",24.0,26.82,28.8,2
6,[10],"[3, 6]",4.0,7.72,9.72,1
7,[18],"[17, 28]",4.0,12.85,14.85,1
8,[17],"[21, 22]",2.0,2.57,4.57,1
9,-,-,-,-,36.57,2
10,"[6, 0]","[11, 6, 5]",16.4,18.5,19.3,2
11,"[10, 16]","[4, 6, 16]",11.6,5.68,9.67,2
12,[7],"[28, 27]",2.0,3.63,5.63,1
13,"[0, 16]","[20, 6, 10]",23.2,16.93,20.12,2
14,-,-,-,-,32.2,3
15,"[7, 18, 0]","[22, 28, 6, 5]",8.0,30.58,25.43,2
16,-,-,-,-,19.12,2
17,-,-,-,-,29.72,2
18,"[6, 18]","[13, 6, 29]",16.2,15.25,19.12,2
19,"[16, 17]","[6, 0, 23]",16.9,33.82,28.75,2
20,"[7, 18]","[21, 28, 29]",25.4,25.2,28.63,2
21,-,-,-,-,20.72,2
22,[18],"[30, 28]",2.0,6.55,8.55,1
23,-,-,-,-,29.7,2
24,[16],"[7, 8]",2.0,3.85,5.85,1
25,-,-,-,-,24.85,2
26,-,-,-,-,31.1,2
27,-,-,-,-,24.12,1
28,-,-,-,-,13.65,1
29,"[7, 8, 10]","[25, 28, 6, 4]",6.0,25.15,30.1,2
30,-,-,-,-,12.37,1
31,"[6, 0]","[10, 6, 20]",14.9,23.58,20.12,2
32,[6],"[13, 9]",5.6,10.5,10.62,1
33,[6],"[7, 9]",2.0,4.07,6.07,1
34,"[17, 10]","[21, 0, 19]",24.1,26.13,28.27,2
35,"[7, 16]","[26, 0, 11]",23.6,32.57,36.57,2
36,[0],"[4, 1]",2.0,9.8,11.8,1
37,"[17, 10]","[21, 0, 2]",4.0,10.08,14.08,2
