number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,09:11:11,"['18', '14', '11']",[]
2,9,09:26:40,09:28:40,['21'],['18']
3,10,09:31:10,09:33:10,[],['11']
4,13,09:40:37,10:19:17,['6'],"['14', '21']"
5,11,10:25:00,10:27:00,"['23', '20', '38']",[]
6,3,10:38:05,10:58:25,"['15', '5', '28']","['38', '20', '6', '23']"
7,9,11:06:02,11:08:02,[],['15']
8,10,11:10:32,11:12:32,[],['28']
9,13,11:19:59,11:21:59,['0'],['5']
10,10,11:29:26,11:40:02,[],['0']
11,0,11:56:54,19:00:00,[],[]
