user ID,used buses,used transfer points,waiting time,ride time
0,[64],"[26, 13]",2.0,6.383
1,"[4, 8, 9]","[20, 4, 3, 9]",14.3,25.209
2,"[9, 8, 4]","[11, 3, 4, 20]",22.2,28.454
3,"[8, 92]","[6, 0, 21]",17.0,22.969
4,-,-,-,-
5,"[64, 92, 9]","[25, 24, 0, 7]",28.6,28.488
6,[8],"[0, 4]",7.6,12.776
7,"[4, 92, 64]","[16, 0, 24, 25]",28.0,34.443
8,-,-,-,-
9,-,-,-,-
10,"[64, 92]","[13, 24, 0]",20.4,27.441
11,[4],"[18, 16]",2.0,12.538
12,[64],"[26, 25]",2.0,7.228
13,"[92, 8]","[22, 0, 4]",4.0,23.961
14,"[92, 64]","[0, 24, 13]",8.6,27.441
15,-,-,-,-
16,"[9, 8, 4]","[11, 3, 4, 16]",24.7,18.267
17,"[9, 8]","[9, 3, 4]",4.0,11.077
18,"[9, 8]","[7, 0, 1]",21.2,9.692
19,[9],"[10, 11]",2.0,1.958
20,-,-,-,-
21,[8],"[0, 1]",2.0,6.231
22,"[4, 8]","[20, 4, 1]",8.0,24.517
23,"[92, 9]","[21, 0, 7]",11.7,12.025
24,"[8, 9, 92]","[6, 3, 0, 23]",26.5,30.395
25,[64],"[24, 12]",2.0,4.037
26,"[64, 9]","[24, 13, 10]",6.8,14.024
27,[64],"[13, 25]",2.0,6.568
28,"[9, 64]","[3, 13, 26]",7.9,23.056
29,"[8, 4]","[2, 4, 20]",10.1,20.838
30,"[4, 8, 9, 64]","[15, 0, 3, 13, 12]",15.8,38.402
31,"[9, 64, 92]","[10, 13, 24, 21]",17.2,26.724
32,[9],"[8, 3]",2.0,4.154
33,"[4, 8, 9]","[16, 4, 3, 13]",28.4,23.863
34,"[92, 8, 9]","[21, 0, 3, 8]",6.0,22.031
35,"[4, 8, 9, 64]","[14, 4, 3, 13, 27]",10.5,32.407
36,[9],"[7, 8]",2.0,10.946
37,"[4, 8]","[17, 4, 3]",20.5,8.357
38,"[9, 64]","[3, 13, 26]",22.9,23.056
39,[4],"[19, 4]",2.0,9.237
40,"[9, 64]","[7, 13, 25]",11.7,32.216
41,"[8, 9, 64]","[6, 3, 13, 26]",29.3,28.765
42,"[92, 8, 4]","[24, 0, 4, 20]",24.4,47.716
43,[9],"[13, 7]",2.0,23.354
44,[4],"[19, 16]",2.0,12.481
45,"[64, 9, 8]","[27, 13, 0, 4]",8.5,43.305
46,"[8, 9]","[3, 0, 7]",10.8,12.776
47,"[92, 8]","[21, 0, 1]",11.3,14.794
48,[92],"[21, 22]",2.0,3.53
49,"[92, 8]","[23, 0, 2]",25.4,22.614
