number,stop ID,arrival time,departure time,pick up users,drop of users
1,32,07:00:00,08:06:11,[],[]
2,25,08:18:22,08:20:23,"['4', '74']",[]
3,28,08:27:18,08:37:10,['60'],"['4', '74']"
4,27,08:40:48,08:50:14,['11'],[]
5,23,08:59:14,09:01:14,[],['60']
6,21,09:05:05,09:20:00,['55'],['11']
7,0,09:24:38,09:32:41,['30'],['55']
8,25,09:44:52,09:46:53,[],['30']
9,26,09:49:27,11:11:42,['87'],[]
10,27,11:12:59,11:15:00,"['19', '39']",[]
11,28,11:18:38,12:54:21,"['24', '42']","['19', '87', '39']"
12,27,12:57:59,13:00:00,['62'],[]
13,26,13:01:17,13:03:17,[],['62']
14,22,13:12:16,13:14:17,[],['24']
15,21,13:16:51,13:20:00,['81'],['42']
16,0,13:24:38,13:26:38,[],['81']
17,32,13:26:37,19:00:00,[],[]
