number,stop ID,arrival time,departure time,pick up users,drop of users
1,33,07:00:00,08:40:07,[],[]
2,17,08:42:59,08:45:00,['15'],[]
3,30,08:51:33,08:53:33,[],['15']
4,29,08:56:25,09:35:00,['16'],[]
5,6,09:40:44,09:42:44,[],['16']
6,31,09:54:35,10:31:56,['43'],[]
7,17,10:42:13,10:44:13,['30'],[]
8,6,10:47:05,10:57:44,[],"['43', '30']"
9,28,11:12:06,11:14:07,['29'],[]
10,29,11:23:07,11:40:00,"['48', '10']",['29']
11,6,11:45:44,11:47:44,[],"['48', '10']"
12,29,11:53:28,11:55:29,['28'],[]
13,6,12:01:13,12:03:14,['27'],['28']
14,28,12:17:36,12:19:37,[],['27']
15,6,12:33:59,12:48:30,['23'],[]
16,28,13:02:52,13:04:52,[],['23']
17,31,13:07:26,13:25:00,['1'],[]
18,30,13:29:03,13:31:03,[],['1']
19,6,13:38:52,13:43:22,"['21', '13', '49']",[]
20,28,13:57:44,13:59:45,[],"['13', '49', '21']"
21,6,14:14:07,14:17:48,['18'],[]
22,28,14:32:10,14:37:18,['4'],['18']
23,30,14:43:51,15:02:17,['17'],[]
24,6,15:10:06,15:23:21,[],"['4', '17']"
25,17,15:26:13,16:25:19,['33'],[]
26,6,16:28:11,16:39:52,[],['33']
27,33,16:39:52,19:00:00,[],[]
