number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,08:15:46,[],[]
2,4,08:28:41,08:30:41,['4'],[]
3,9,08:42:30,08:45:26,[],['4']
4,14,08:57:59,09:00:00,['45'],[]
5,13,09:03:41,09:13:59,['32'],[]
6,4,09:36:27,09:40:01,"['11', '10']","['32', '45']"
7,11,09:50:49,09:52:49,[],['11']
8,13,10:04:29,10:06:30,['28'],['10']
9,8,10:28:26,10:35:00,"['39', '25', '37']",['28']
10,9,10:45:45,10:47:45,['34'],[]
11,12,10:53:35,10:55:36,[],['37']
12,13,11:02:19,11:17:09,[],"['39', '34']"
13,14,11:20:50,11:22:51,[],['25']
14,27,11:46:00,19:00:00,[],[]
