user ID,used buses,used transfer points,waiting time,ride time
0,"[19, 14]","[13, 0, 14]",8.0,32.1
1,[19],"[10, 3]",2.0,9.791
2,"[14, 28]","[14, 4, 3]",4.0,11.355
3,[24],"[15, 16]",2.0,2.769
4,"[29, 28, 24]","[11, 3, 4, 14]",17.6,22.7
5,[14],"[16, 4]",2.0,3.728
6,"[14, 19]","[17, 0, 12]",4.0,39.173
7,"[24, 28]","[16, 4, 5]",4.0,9.437
8,"[14, 28]","[15, 4, 3]",6.0,9.959
9,"[28, 24]","[3, 4, 16]",4.0,7.19
10,"[19, 28, 14]","[7, 3, 4, 14]",6.0,18.483
11,[18],"[5, 2]",2.0,7.833
12,[24],"[14, 19]",2.0,15.48
13,"[28, 24]","[6, 4, 16]",4.8,9.643
14,"[19, 14]","[8, 0, 20]",11.2,34.483
15,[14],"[16, 4]",2.0,3.728
16,[29],"[12, 3]",2.0,16.673
17,[24],"[19, 4]",2.0,9.237
18,[14],"[16, 18]",4.0,12.728
19,"[29, 14]","[7, 0, 17]",22.5,19.127
20,[24],"[17, 14]",2.0,12.384
21,[14],"[15, 18]",17.5,15.497
22,[29],"[11, 10]",2.0,1.958
23,[18],"[1, 0]",2.0,6.231
24,[24],"[19, 18]",2.0,2.077
25,[29],"[8, 13]",2.0,12.538
26,[29],"[10, 13]",2.0,7.456
27,[29],"[9, 13]",2.0,9.106
28,[24],"[16, 19]",2.0,12.481
29,[19],"[7, 3]",2.0,7.128
