number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:00:30,[],[]
2,7,08:07:59,08:10:00,['16'],[]
3,8,08:17:29,08:21:22,[],['16']
4,4,08:39:22,08:45:00,['12'],[]
5,6,08:57:07,08:59:07,['15'],[]
6,8,09:09:09,09:11:10,[],"['15', '12']"
7,4,09:29:09,09:46:10,"['4', '38']",[]
8,8,10:04:09,10:06:10,[],"['4', '38']"
9,5,10:19:01,10:30:00,['39'],[]
10,4,10:35:08,10:37:34,['14'],['39']
11,5,10:42:42,10:45:19,['20'],['14']
12,4,10:50:27,10:52:27,[],['20']
13,7,11:07:59,11:10:00,['6'],[]
14,8,11:17:29,11:19:29,[],['6']
15,16,11:19:29,19:00:00,[],[]
