user ID,used buses,used transfer points,waiting time,ride time
0,[121],"[2, 1]",2.0,7.714
1,"[121, 20]","[1, 4, 10]",24.4,36.518
2,"[21, 120]","[0, 4, 10]",11.1,44.707
3,-,-,-,-
4,"[20, 110]","[12, 4, 8]",6.2,39.973
5,[120],"[4, 10]",2.0,8.233
6,[110],"[7, 8]",2.0,7.497
7,-,-,-,-
8,-,-,-,-
9,[120],"[9, 13]",2.0,16.714
10,[20],"[9, 13]",4.0,21.564
11,-,-,-,-
12,[110],"[4, 8]",4.0,22.171
13,[121],"[3, 2]",2.0,7.714
14,"[121, 110]","[2, 4, 5]",4.0,25.714
15,[110],"[6, 8]",2.0,10.042
16,"[110, 120]","[7, 8, 14]",17.8,44.348
17,-,-,-,-
18,"[21, 10]","[1, 4, 5]",26.4,33.429
19,-,-,-,-
20,"[110, 121]","[5, 4, 0]",14.5,42.053
21,[121],"[3, 1]",14.4,15.429
22,-,-,-,-
23,"[20, 121]","[12, 4, 2]",6.0,42.544
24,-,-,-,-
25,[10],"[5, 4]",2.0,5.143
26,-,-,-,-
27,"[10, 20]","[6, 8, 13]",18.0,49.706
28,-,-,-,-
29,-,-,-,-
30,-,-,-,-
31,-,-,-,-
32,"[20, 10]","[10, 4, 6]",4.0,20.362
33,"[20, 10]","[9, 8, 7]",4.0,22.491
34,-,-,-,-
35,-,-,-,-
36,"[121, 20]","[1, 0, 14]",4.0,19.685
37,-,-,-,-
38,"[21, 110]","[3, 4, 8]",27.3,30.857
39,"[110, 121]","[5, 4, 1]",27.8,33.429
40,"[10, 20]","[7, 8, 14]",10.0,50.992
41,"[20, 121]","[11, 0, 2]",6.0,47.702
42,-,-,-,-
43,"[20, 10]","[10, 8, 6]",8.0,34.581
44,"[20, 10]","[10, 8, 7]",6.0,30.723
45,[21],"[3, 4]",2.0,12.857
46,[120],"[0, 13]",2.0,15.535
47,"[10, 21]","[6, 4, 0]",28.8,49.581
48,"[121, 20]","[2, 0, 11]",20.1,43.683
49,[20],"[10, 11]",2.0,7.714
50,"[21, 10]","[0, 4, 5]",28.4,42.053
51,[120],"[13, 4]",2.0,31.309
52,"[21, 10]","[2, 4, 7]",28.3,36.107
53,"[10, 21]","[6, 4, 0]",25.7,48.335
54,[10],"[4, 8]",13.9,23.483
55,[10],"[6, 8]",2.0,10.042
56,"[121, 20]","[1, 0, 12]",6.0,29.045
57,[120],"[12, 13]",2.0,9.36
58,[20],"[10, 11]",2.0,7.714
59,"[120, 10]","[10, 8, 7]",17.2,21.872
