number,stop ID,arrival time,departure time,pick up users,drop of users
1,26,07:00:00,08:41:48,[],[]
2,1,08:47:59,08:50:00,['5'],[]
3,0,08:56:11,08:58:11,[],['5']
4,2,09:09:36,09:11:36,['15'],[]
5,0,09:23:01,09:25:01,[],['15']
6,3,09:41:51,09:43:52,"['25', '17']",[]
7,0,10:00:42,11:09:05,['8'],"['25', '17']"
8,3,11:25:55,11:27:55,[],['8']
9,2,11:33:27,11:35:28,['0'],[]
10,0,11:46:53,11:51:34,[],['0']
11,2,12:02:59,12:05:00,['14'],[]
12,3,12:10:32,12:25:50,[],['14']
13,4,12:35:03,14:12:16,['24'],[]
14,3,14:21:29,14:35:22,[],['24']
15,2,14:40:54,16:26:25,['21'],[]
16,0,16:37:50,16:39:50,[],['21']
17,1,16:46:01,16:55:00,['28'],[]
18,4,17:15:18,17:27:58,[],['28']
19,0,17:53:57,17:55:58,['9'],[]
20,4,18:21:57,18:23:58,[],['9']
21,26,18:49:57,19:00:00,[],[]
