number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:49:12,[],[]
2,0,08:49:12,08:51:12,"['61', '66']",[]
3,7,08:54:39,08:56:39,[],['66']
4,9,09:10:55,09:12:56,[],['61']
5,11,09:16:23,09:28:19,['48'],[]
6,10,09:30:16,09:32:17,['55'],[]
7,8,09:37:59,09:39:59,['29'],['48']
8,3,09:44:08,09:46:08,[],"['55', '29']"
9,10,09:55:55,10:00:00,['4'],[]
10,8,10:05:42,10:10:00,['22'],[]
11,3,10:14:09,10:16:09,[],"['4', '22']"
12,9,10:23:45,10:50:00,['70'],[]
13,3,10:57:36,10:59:36,['7'],['70']
14,10,11:09:23,11:11:24,['76'],[]
15,13,11:18:51,11:37:29,['62'],"['7', '76']"
16,10,11:44:56,11:46:56,[],['62']
17,7,12:02:59,12:05:00,['44'],[]
18,0,12:08:27,12:17:06,['20'],['44']
19,13,12:41:24,12:49:46,"['39', '52', '33']",['20']
20,8,13:02:18,13:04:18,[],['39']
21,3,13:08:27,13:16:58,[],['52']
22,0,13:26:16,13:36:47,['41'],['33']
23,7,13:40:14,13:42:15,[],['41']
24,3,13:49:22,13:55:22,"['74', '19', '15']",[]
25,9,14:02:58,14:04:59,[],"['19', '15']"
26,13,14:14:05,14:16:19,"['68', '37']",['74']
27,3,14:32:59,14:35:00,['69'],"['68', '37']"
28,8,14:39:09,14:51:04,[],['69']
29,11,14:57:59,15:00:00,['21'],[]
30,3,15:11:04,15:43:43,['28'],['21']
31,13,16:00:23,16:02:24,['35'],['28']
32,3,16:19:04,16:21:04,[],['35']
33,7,16:28:11,16:40:00,['13'],[]
34,3,16:47:07,16:52:58,"['58', '25']",['13']
35,10,17:02:45,17:04:45,[],['25']
36,11,17:06:42,17:12:17,[],['58']
37,28,17:30:55,19:00:00,[],[]
