user ID,used buses,used transfer points,waiting time,ride time
0,-,-,-,-
1,"[64, 92, 4]","[13, 24, 0, 16]",14.7,37.095
2,[8],"[1, 3]",2.0,6.923
3,"[92, 64]","[23, 24, 27]",20.1,7.728
4,[9],"[10, 3]",6.3,9.863
5,"[8, 4, 92]","[6, 4, 0, 21]",22.0,26.589
6,-,-,-,-
7,"[92, 8, 9]","[21, 0, 3, 13]",8.5,35.125
8,"[8, 4]","[6, 0, 14]",14.9,21.837
9,"[92, 64]","[22, 24, 26]",22.3,12.53
10,"[4, 8]","[16, 4, 3]",7.1,7.19
11,-,-,-,-
12,-,-,-,-
13,"[9, 8]","[7, 3, 2]",7.8,10.589
14,-,-,-,-
15,[9],"[3, 9]",2.0,7.615
16,[8],"[3, 4]",2.0,3.462
17,"[4, 8]","[18, 4, 6]",6.0,15.022
18,"[4, 8]","[16, 4, 5]",18.0,9.437
19,"[4, 8, 9]","[16, 4, 3, 9]",24.6,14.805
20,"[4, 9, 64]","[17, 0, 13, 25]",15.9,47.883
21,"[9, 8, 4]","[11, 3, 4, 19]",22.7,24.426
22,"[9, 8]","[8, 3, 4]",4.0,7.615
23,"[8, 92, 64]","[2, 0, 24, 25]",15.8,32.154
24,"[64, 92, 4]","[26, 24, 0, 14]",29.6,29.873
25,"[4, 8, 9]","[14, 4, 3, 10]",13.6,21.146
26,-,-,-,-
27,-,-,-,-
28,"[4, 8, 9, 64]","[14, 4, 3, 13, 25]",13.0,34.596
29,"[9, 8, 4]","[8, 3, 4, 17]",25.2,12.511
30,"[4, 92]","[14, 0, 24]",7.3,26.411
31,"[4, 92]","[15, 0, 24]",27.1,29.873
32,-,-,-,-
33,"[64, 9]","[26, 13, 0]",16.5,33.815
34,"[8, 92]","[6, 0, 24]",12.2,35.316
35,"[64, 9, 8]","[24, 13, 3, 1]",6.0,30.164
36,"[64, 92]","[13, 24, 23]",10.9,17.572
37,"[64, 9, 8]","[24, 13, 3, 2]",28.0,26.702
38,[4],"[14, 19]",4.0,17.13
39,"[64, 9]","[12, 13, 8]",4.0,15.307
40,[8],"[3, 5]",4.0,9.17
41,"[8, 9]","[5, 0, 7]",7.0,20.26
42,"[92, 8, 4]","[22, 0, 4, 17]",10.6,29.521
43,-,-,-,-
44,"[9, 8]","[7, 0, 2]",19.3,10.589
45,"[8, 92]","[6, 0, 23]",8.3,29.892
46,"[64, 92, 4]","[12, 24, 0, 15]",21.3,33.91
47,"[4, 8]","[15, 4, 5]",22.1,12.206
48,[9],"[11, 8]",4.0,7.667
49,"[64, 92]","[27, 24, 22]",8.8,11.258
50,"[64, 92]","[13, 24, 0]",14.9,32.953
51,-,-,-,-
52,[9],"[13, 3]",4.0,16.692
53,[64],"[25, 27]",2.0,4.037
54,-,-,-,-
55,"[9, 8]","[10, 3, 5]",11.8,19.033
56,-,-,-,-
57,[4],"[17, 18]",2.0,4.211
58,"[8, 9]","[1, 3, 11]",20.0,18.672
59,-,-,-,-
60,[4],"[0, 18]",8.0,24.383
61,"[4, 9]","[17, 0, 9]",8.9,33.399
62,[9],"[13, 10]",2.0,7.456
63,"[64, 92, 8, 4]","[27, 24, 0, 4, 17]",20.3,40.885
64,"[8, 92]","[1, 0, 23]",16.3,21.611
65,[8],"[3, 6]",2.0,5.709
66,"[4, 9]","[17, 0, 7]",6.9,19.127
67,[8],"[3, 0]",2.0,9.314
68,"[64, 9, 8]","[24, 13, 3, 2]",28.0,26.702
69,"[8, 9]","[2, 3, 8]",4.0,7.615
70,"[9, 8]","[9, 3, 5]",6.4,16.786
71,-,-,-,-
72,-,-,-,-
73,"[64, 92, 4]","[12, 24, 0, 4]",9.7,38.054
74,"[4, 8, 9]","[14, 4, 3, 13]",28.7,28.344
75,-,-,-,-
76,"[9, 64]","[10, 13, 26]",9.3,13.839
77,[8],"[4, 5]",2.0,5.709
78,"[4, 8]","[14, 4, 3]",6.0,13.306
79,"[8, 4]","[2, 4, 16]",14.9,10.651
