number,stop ID,arrival time,departure time,pick up users,drop of users
1,22,07:00:00,07:46:21,[],[]
2,7,07:57:59,08:00:00,['55'],[]
3,16,08:10:17,08:36:10,['42'],['55']
4,6,08:37:59,09:09:52,"['11', '37', '57']",['42']
5,15,09:14:30,09:16:30,[],['37']
6,12,09:22:14,09:24:15,[],['57']
7,9,09:30:40,09:35:00,"['2', '8']",['11']
8,15,09:42:49,09:50:00,['3'],[]
9,16,09:52:52,09:54:52,['34'],[]
10,6,09:56:41,09:59:52,"['40', '27', '49', '38']","['3', '2', '34', '8']"
11,16,10:01:41,10:03:41,[],['40']
12,14,10:08:59,10:10:59,[],['38']
13,11,10:17:54,10:23:45,[],['49']
14,10,10:27:36,10:36:02,['19'],['27']
15,6,10:46:23,10:49:00,"['52', '22']",['19']
16,16,10:50:49,10:52:49,['10'],[]
17,11,11:03:43,11:05:44,[],['52']
18,9,11:09:47,11:11:48,[],['10']
19,7,11:15:51,11:17:52,[],['22']
20,9,11:21:55,11:23:56,['82'],[]
21,11,11:27:59,11:30:00,['35'],[]
22,6,11:42:43,11:47:36,['89'],"['35', '82']"
23,15,11:52:14,11:55:00,['58'],[]
24,14,11:57:34,12:05:25,[],"['89', '58']"
25,13,12:07:59,12:10:00,['41'],[]
26,10,12:17:29,12:20:00,"['70', '74']",['41']
27,11,12:23:51,12:25:51,['33'],[]
28,6,12:38:34,12:49:11,['4'],"['33', '70', '74']"
29,14,12:56:06,13:06:08,[],['4']
30,13,13:08:42,13:44:49,['26'],[]
31,6,13:54:10,13:56:10,[],['26']
32,16,13:57:59,14:00:00,['53'],[]
33,15,14:02:52,14:04:52,[],['53']
34,12,14:10:36,14:15:00,['83'],[]
35,7,14:25:02,14:27:02,[],['83']
36,22,14:38:40,19:00:00,[],[]
