number,stop ID,arrival time,departure time,pick up users,drop of users
1,22,07:00:00,08:11:40,[],[]
2,10,08:22:01,08:24:02,['30'],[]
3,11,08:27:53,08:40:00,['68'],[]
4,6,08:52:43,08:55:22,['32'],"['30', '68']"
5,10,09:05:43,09:25:00,['29'],['32']
6,8,09:27:34,09:45:00,"['15', '72']",['29']
7,10,09:47:34,09:49:34,['23'],[]
8,12,09:55:01,09:57:01,[],['23']
9,13,09:59:35,10:01:35,[],['15']
10,15,10:06:43,10:08:44,[],['72']
11,12,10:14:28,10:17:57,['88'],[]
12,7,10:27:59,10:30:00,['9'],['88']
13,8,10:33:51,10:46:42,['0'],['9']
14,9,10:47:59,10:50:00,['45'],[]
15,6,11:01:29,11:09:10,"['67', '61', '63']","['45', '0']"
16,14,11:16:05,11:20:00,"['79', '13']",['63']
17,11,11:26:55,11:30:00,['47'],[]
18,9,11:34:03,11:36:03,[],"['47', '13']"
19,8,11:37:20,11:39:21,[],"['67', '79', '61']"
20,10,11:41:55,11:43:55,['48'],[]
21,7,11:48:33,11:50:33,[],['48']
22,6,12:02:11,12:04:12,['76'],[]
23,16,12:06:01,12:10:10,[],['76']
24,13,12:17:59,12:20:00,['36'],[]
25,6,12:29:21,12:38:52,['62'],['36']
26,16,12:40:41,12:42:41,['66'],[]
27,14,12:47:59,12:50:00,['39'],['62']
28,13,12:52:34,12:54:34,['64'],[]
29,11,13:00:59,13:05:00,['60'],[]
30,8,13:09:38,13:11:38,[],['66']
31,0,13:25:03,13:59:54,"['16', '14']","['60', '39', '64']"
32,8,14:13:19,14:30:22,[],['14']
33,11,14:35:00,14:37:00,[],['16']
34,22,14:49:43,19:00:00,[],[]
