number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:03:08,[],[]
2,5,08:22:53,08:24:54,['0'],[]
3,1,08:38:59,08:40:59,[],['0']
4,3,08:50:12,08:52:13,"['8', '4']",[]
5,4,08:56:49,08:58:50,[],"['8', '4']"
6,5,09:06:26,09:25:00,['2'],[]
7,4,09:32:36,09:34:36,['13'],[]
8,3,09:39:12,09:41:13,[],"['13', '2']"
9,5,09:49:06,10:24:59,['5'],[]
10,3,10:32:52,10:35:00,[],['5']
11,4,10:39:36,10:58:31,"['9', '17']",[]
12,3,11:03:07,11:05:08,[],['17']
13,2,11:09:44,11:20:00,['1'],['9']
14,3,11:24:36,12:16:46,['10'],['1']
15,2,12:21:22,12:23:23,[],['10']
16,28,12:32:53,19:00:00,[],[]
