number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,07:46:31,[],[]
2,11,08:11:22,08:13:23,['4'],[]
3,9,08:17:59,08:20:00,['8'],[]
4,3,08:30:09,09:41:13,"['13', '2']","['8', '4']"
5,8,09:46:45,09:48:45,[],['2']
6,13,10:05:28,10:07:29,[],['13']
7,10,10:17:25,10:19:56,['11'],[]
8,3,10:32:59,10:35:00,"['5', '18']",[]
9,7,10:44:30,10:46:30,[],['11']
10,0,10:51:06,10:53:07,[],"['5', '18']"
11,3,11:05:32,11:26:36,['1'],[]
12,8,11:32:08,11:34:09,[],['1']
13,11,11:43:22,12:00:00,['10'],[]
14,3,12:14:46,13:05:00,['14'],['10']
15,8,13:10:32,13:12:32,[],['14']
16,28,13:29:10,19:00:00,[],[]
