user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,[8],"[5, 1]",2.0,14.09,16.07,1
1,"[8, 9]","[2, 3, 8]",4.0,10.154,14.13,2
2,"[8, 9]","[5, 3, 8]",6.0,17.766,17.4,2
3,[64],"[26, 13]",2.0,8.51,10.5,1
4,"[9, 8, 4]","[11, 3, 4, 20]",28.1,37.938,43.92,3
5,"[8, 9, 92, 64]","[5, 3, 0, 24, 27]",12.1,52.805,41.95,3
6,"[4, 192]","[15, 0, 21]",20.0,23.418,27.4,2
7,"[64, 92, 14]","[12, 24, 0, 4]",10.8,49.36,36.52,3
8,"[9, 8, 14]","[9, 3, 4, 15]",28.1,23.432,29.25,3
9,"[4, 8]","[17, 4, 2]",6.0,15.758,19.75,2
10,"[9, 8]","[11, 3, 2]",4.0,19.385,23.37,2
11,[9],"[10, 7]",4.0,22.558,23.38,1
12,"[4, 19]","[18, 0, 7]",4.8,29.194,32.12,3
13,"[8, 9, 64]","[4, 3, 13, 12]",18.0,30.564,36.52,3
14,[9],"[3, 8]",2.0,5.538,7.52,1
15,"[4, 192]","[19, 0, 22]",24.5,43.149,42.9,2
16,"[92, 14]","[24, 0, 18]",10.8,55.978,55.6,4
17,"[4, 8]","[18, 4, 3]",23.7,16.757,20.6,2
18,"[9, 92]","[3, 0, 23]",6.0,34.615,36.88,2
19,"[14, 92]","[16, 0, 22]",15.1,31.493,32.35,2
