number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,10:24:28,['5'],[]
2,3,10:41:19,11:01:37,[],['5']
3,2,11:07:09,11:22:00,['58'],[]
4,4,11:36:46,11:53:46,[],['58']
5,3,12:03:00,12:17:00,['43'],[]
6,2,12:22:32,12:37:32,[],['43']
7,1,12:43:04,13:42:00,"['54', '9']",[]
8,0,13:48:12,14:27:05,"['34', '19']","['54', '9']"
9,1,14:33:17,14:35:17,[],['19']
10,3,14:46:22,14:48:22,[],['34']
11,2,14:53:54,16:17:00,['11'],[]
12,4,16:31:46,16:48:09,['26'],['11']
13,1,17:08:27,17:10:27,[],['26']
14,0,17:16:39,19:00:00,[],[]
