user ID,used buses,used transfer points,waiting time,ride time
0,[29],"[12, 0]",2.0,23.508
1,"[14, 28]","[18, 4, 2]",6.0,15.923
2,"[29, 24]","[9, 0, 15]",7.4,24.48
3,"[24, 18]","[20, 0, 3]",6.3,35.156
4,[14],"[18, 19]",2.0,2.077
5,"[28, 14]","[5, 4, 19]",6.6,14.945
6,[18],"[5, 2]",2.0,7.833
7,"[14, 29]","[4, 0, 12]",6.0,36.652
8,[14],"[19, 17]",2.0,4.992
9,[29],"[0, 7]",2.0,3.462
10,[14],"[16, 0]",2.0,9.416
11,"[14, 18]","[18, 4, 6]",22.8,15.401
12,[28],"[5, 6]",2.0,0.692
13,[18],"[1, 5]",6.0,16.094
14,"[19, 24]","[13, 0, 15]",6.9,33.31
15,"[14, 18]","[20, 4, 6]",21.1,20.698
16,[29],"[8, 11]",2.0,6.923
17,[24],"[15, 0]",2.0,9.0
18,[19],"[7, 8]",18.5,11.282
19,"[14, 28, 19]","[19, 4, 3, 11]",22.5,25.615
