number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,07:53:39,[],[]
2,12,08:17:09,08:19:10,['84'],[]
3,9,08:28:16,08:35:00,"['67', '22']",[]
4,3,08:42:36,08:47:17,"['86', '52', '46']","['84', '67', '22']"
5,8,08:51:26,08:53:27,[],['46']
6,10,08:59:09,09:01:09,[],['86']
7,13,09:08:36,09:13:50,['26'],['52']
8,3,09:30:30,09:32:31,['77'],[]
9,7,09:39:38,09:47:49,['91'],[]
10,0,09:51:16,09:53:17,[],"['26', '91', '77']"
11,7,09:56:44,10:12:58,"['75', '55']",[]
12,3,10:20:05,10:22:05,[],"['75', '55']"
13,8,10:26:14,10:34:13,['58'],[]
14,10,10:39:55,10:41:56,[],['58']
15,9,10:44:25,11:48:50,['17'],[]
16,3,11:56:26,12:06:35,"['90', '31']",['17']
17,8,12:10:44,12:12:45,[],['90']
18,11,12:19:40,13:05:00,"['76', '5']",['31']
19,3,13:16:04,13:19:25,['30'],"['76', '5']"
20,7,13:26:32,13:28:32,[],['30']
21,3,13:35:39,13:39:12,"['79', '3']",[]
22,12,13:55:52,13:57:52,[],['79']
23,13,14:00:38,14:30:00,['33'],['3']
24,12,14:32:46,14:36:27,['94'],[]
25,3,14:53:07,15:17:42,"['97', '34', '27']","['94', '33']"
26,10,15:27:29,15:29:30,[],['97']
27,11,15:31:27,15:33:27,[],['34']
28,13,15:39:09,16:15:00,['32'],['27']
29,11,16:20:42,16:22:42,[],['32']
30,12,16:28:24,16:55:00,['44'],[]
31,3,17:11:40,17:13:40,[],['44']
32,21,17:22:58,19:00:00,[],[]
