number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:08:00,[],[]
2,5,08:22:59,08:25:00,['7'],[]
3,19,08:29:38,08:35:00,['29'],['7']
4,3,08:44:21,08:46:21,[],['29']
5,19,08:55:42,09:07:35,['21'],[]
6,6,09:10:27,09:14:13,['19'],['21']
7,4,09:18:04,09:20:05,['25'],['19']
8,5,09:21:22,09:23:22,[],['25']
9,6,09:25:56,09:27:56,['24'],[]
10,1,09:41:21,09:43:21,[],['24']
11,0,09:47:59,09:50:00,"['5', '26']",[]
12,4,10:03:54,10:08:25,[],['26']
13,20,10:16:38,10:26:08,[],['5']
14,6,10:31:52,10:40:22,['0'],[]
15,17,10:43:14,10:45:15,['9'],['0']
16,6,10:48:07,10:50:07,[],['9']
17,18,10:52:59,10:55:00,['14'],[]
18,6,10:57:52,11:04:14,"['4', '15']",[]
19,5,11:06:48,11:18:38,[],"['14', '15']"
20,1,11:29:37,11:31:58,[],['4']
21,21,11:36:36,19:00:00,[],[]
