number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,07:49:00,[],[]
2,15,07:58:00,08:00:00,['29'],[]
3,0,08:09:00,08:11:00,[],['29']
4,14,08:16:32,08:21:12,['6'],[]
5,16,08:25:37,08:27:38,['4'],[]
6,4,08:31:21,08:33:22,['10'],"['6', '4']"
7,19,08:42:36,08:44:36,[],['10']
8,18,08:46:40,09:00:00,['13'],[]
9,0,09:18:26,09:41:21,['3'],['13']
10,4,09:53:27,09:58:00,['9'],['3']
11,15,10:04:22,10:06:22,[],['9']
12,19,10:21:36,10:23:37,"['17', '26']",[]
13,18,10:25:41,10:27:42,[],['17']
14,15,10:42:59,10:44:59,[],['26']
15,0,10:53:59,11:17:21,['5'],[]
16,14,11:22:53,11:46:03,[],['5']
17,28,11:51:35,19:00:00,[],[]
