number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,09:50:06,[],[]
2,1,09:56:19,09:58:20,['34'],[]
3,4,10:08:43,10:10:43,['20'],['34']
4,3,10:14:10,10:32:47,"['70', '84', '72']",['20']
5,4,10:36:14,10:39:41,['89'],"['70', '84', '72']"
6,6,10:45:35,12:20:26,['83'],['89']
7,5,12:21:07,12:23:07,['63'],[]
8,4,12:28:49,12:31:28,['81'],[]
9,3,12:34:55,12:36:56,[],"['63', '83']"
10,1,12:43:51,13:15:00,['38'],['81']
11,3,13:21:55,13:26:09,['59'],['38']
12,2,13:29:36,13:31:36,[],['59']
13,1,13:35:03,13:37:04,['62'],[]
14,0,13:43:17,13:45:18,[],['62']
15,21,13:45:17,19:00:00,[],[]
