number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,07:46:03,[],[]
2,13,08:07:59,08:10:00,['29'],[]
3,0,08:21:09,08:23:09,[],['29']
4,11,08:40:07,08:42:07,['23'],[]
5,4,08:52:55,09:00:00,['33'],['23']
6,9,09:11:49,09:13:49,[],['33']
7,4,09:25:38,09:28:11,"['16', '43']",[]
8,12,09:43:57,09:45:57,[],['16']
9,0,09:59:47,10:01:48,[],['43']
10,13,10:12:57,10:15:00,"['28', '31']",[]
11,12,10:21:43,10:29:25,[],['31']
12,4,10:45:11,10:47:11,['11'],['28']
13,11,10:57:59,11:00:00,['4'],['11']
14,14,11:11:04,11:40:00,['37'],['4']
15,10,11:56:36,11:58:36,[],['37']
16,4,12:04:30,12:52:10,['17'],[]
17,10,12:58:04,13:12:27,[],['17']
18,11,13:17:59,13:20:00,['2'],[]
19,4,13:30:48,13:32:48,[],['2']
20,10,13:38:42,13:40:42,['0'],[]
21,12,13:51:01,13:53:02,['34'],[]
22,14,13:59:45,14:01:45,[],"['34', '0']"
23,0,14:09:41,14:11:41,['48'],[]
24,10,14:33:52,14:52:37,[],['48']
25,16,15:02:56,19:00:00,[],[]
