user ID,used buses,used transfer points,waiting time,ride time
0,"[64, 9]","[26, 13, 9]",23.5,15.489
1,"[8, 9]","[1, 3, 8]",21.8,11.077
2,[9],"[13, 9]",11.3,9.17
3,"[8, 9, 4]","[2, 3, 0, 19]",7.4,30.125
4,"[4, 92, 64]","[4, 0, 24, 12]",10.7,40.297
5,[9],"[8, 10]",2.0,5.709
6,"[64, 9]","[25, 13, 7]",10.0,30.369
7,[4],"[15, 18]",2.0,15.294
8,"[64, 92, 8]","[27, 24, 0, 6]",11.6,37.468
9,"[92, 9]","[21, 0, 3]",4.0,17.877
10,"[4, 9]","[14, 0, 7]",20.9,9.0
11,"[8, 4]","[2, 0, 14]",6.0,15.231
12,"[8, 9]","[6, 3, 8]",21.3,9.863
13,[64],"[25, 27]",2.0,4.037
14,-,-,-,-
15,"[92, 9]","[21, 0, 7]",22.2,12.025
16,"[64, 92, 4]","[26, 24, 0, 19]",16.0,41.684
17,"[9, 92, 64]","[3, 0, 24, 25]",6.4,34.341
18,[4],"[18, 16]",2.0,12.538
19,"[92, 8]","[22, 0, 2]",9.7,18.978
20,"[92, 64]","[21, 24, 12]",23.9,16.498
21,"[9, 8]","[11, 3, 2]",19.0,14.538
22,"[64, 9]","[27, 13, 3]",25.1,21.052
23,"[64, 92, 8]","[25, 24, 0, 5]",15.7,39.991
24,"[4, 92]","[15, 0, 22]",4.0,20.85
25,"[8, 9]","[1, 0, 8]",4.0,18.712
26,[8],"[6, 1]",2.0,9.985
27,-,-,-,-
28,[9],"[9, 7]",2.0,14.272
29,"[8, 9]","[6, 3, 8]",6.9,9.863
30,[4],"[15, 18]",2.0,15.294
31,"[92, 64, 9]","[22, 24, 13, 11]",27.7,21.303
32,[4],"[14, 16]",2.0,4.433
33,-,-,-,-
34,"[92, 8]","[24, 0, 5]",12.5,35.689
35,"[64, 9]","[12, 13, 0]",23.9,27.079
36,[4],"[15, 4]",2.0,6.383
37,"[9, 64]","[9, 13, 24]",23.6,15.674
38,[9],"[8, 3]",2.0,4.154
39,-,-,-,-
