user ID,used buses,used transfer points,waiting time,ride time
0,"[7, 0]","[23, 0, 5]",8.9,22.491
1,[0],"[3, 1]",2.0,6.429
2,"[7, 8, 6]","[26, 28, 6, 9]",21.4,30.847
3,"[7, 6]","[21, 0, 10]",11.1,19.01
4,"[0, 8]","[5, 17, 30]",8.7,12.002
5,"[8, 0]","[29, 17, 20]",6.0,10.798
6,"[7, 8]","[27, 28, 31]",5.8,6.208
7,[6],"[12, 14]",2.0,3.637
8,-,-,-,-
9,[6],"[0, 9]",2.0,13.848
10,"[6, 7]","[8, 0, 25]",24.6,27.285
11,-,-,-,-
12,[8],"[28, 29]",2.0,9.0
13,"[8, 7]","[17, 28, 25]",10.4,19.781
14,"[7, 8, 6]","[26, 28, 6, 7]",18.8,30.653
15,"[6, 0]","[10, 6, 17]",19.6,16.355
16,[7],"[22, 23]",2.0,1.286
17,"[8, 7]","[29, 28, 24]",12.7,18.36
18,"[8, 7]","[6, 28, 21]",16.7,30.539
19,"[6, 8]","[14, 6, 29]",6.7,12.674
20,"[7, 6]","[23, 0, 8]",7.6,21.916
21,"[6, 8]","[9, 6, 29]",23.1,18.264
22,"[6, 0]","[16, 6, 5]",18.0,4.39
23,"[8, 0]","[30, 17, 19]",6.0,10.798
24,"[0, 8, 7]","[5, 6, 28, 23]",11.7,29.253
25,-,-,-,-
26,-,-,-,-
27,"[6, 0, 8]","[8, 6, 17, 28]",25.0,28.65
28,"[6, 8]","[15, 6, 31]",12.9,16.872
29,"[0, 6]","[19, 6, 7]",16.5,19.395
30,"[7, 0]","[25, 0, 19]",12.9,32.269
31,"[8, 0]","[31, 6, 2]",23.8,25.87
32,[0],"[3, 2]",2.0,5.455
33,"[7, 8, 6]","[26, 28, 6, 10]",16.9,29.376
34,-,-,-,-
35,[7],"[28, 22]",2.0,13.112
36,"[0, 8, 7]","[3, 6, 28, 24]",13.1,31.824
37,[0],"[19, 20]",2.0,2.875
38,[8],"[29, 17]",2.0,3.857
39,[0],"[5, 20]",2.0,7.273
40,-,-,-,-
41,-,-,-,-
42,"[6, 7]","[7, 0, 21]",20.6,14.427
43,"[7, 6, 8]","[21, 0, 6, 30]",9.1,38.542
44,"[7, 8, 0]","[23, 28, 6, 4]",16.1,30.582
45,-,-,-,-
46,[6],"[13, 9]",2.0,8.625
47,-,-,-,-
48,"[7, 6]","[25, 0, 16]",15.4,28.961
49,[6],"[8, 0]",4.2,13.649
