number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:28:59,[],[]
2,0,08:28:59,08:30:59,['6'],[]
3,12,08:54:29,08:56:29,[],['6']
4,13,08:59:15,09:01:15,['0'],[]
5,10,09:08:42,09:10:43,['1'],[]
6,3,09:20:30,09:22:30,[],['1']
7,0,09:31:48,09:33:49,[],['0']
8,7,09:37:16,11:19:11,['10'],[]
9,3,11:26:18,11:28:19,[],['10']
10,7,11:35:26,12:05:00,['29'],[]
11,3,12:12:07,12:28:37,[],['29']
12,8,12:32:46,13:15:00,['14'],[]
13,0,13:27:28,13:29:28,[],['14']
14,21,13:29:28,19:00:00,[],[]
