user ID,used buses,used transfer points,waiting time,ride time
0,[110],"[7, 6]",2.0,2.769
1,"[10, 120]","[7, 4, 11]",21.8,21.958
2,[121],"[4, 0]",2.0,25.994
3,[10],"[7, 5]",2.0,7.941
4,"[120, 110]","[10, 4, 6]",8.0,14.619
5,"[21, 120]","[1, 0, 13]",7.9,17.825
6,[110],"[4, 8]",4.0,12.923
7,[20],"[12, 11]",2.0,4.971
8,"[121, 20]","[2, 0, 11]",8.0,34.262
9,[10],"[6, 8]",2.0,7.209
10,"[121, 120]","[3, 4, 9]",25.2,21.052
11,"[120, 21]","[12, 4, 3]",15.0,25.004
12,"[121, 110]","[0, 4, 6]",6.0,35.208
13,[20],"[13, 11]",2.0,11.676
14,"[20, 121]","[12, 0, 1]",19.1,24.066
15,[120],"[9, 0]",2.0,19.472
16,[120],"[11, 9]",2.0,3.806
17,"[20, 21]","[14, 0, 3]",26.1,24.785
18,[120],"[9, 14]",4.0,15.692
19,"[20, 121]","[14, 0, 4]",10.2,34.128
20,[20],"[11, 13]",2.0,11.676
21,[120],"[12, 9]",2.0,5.838
22,"[10, 20]","[5, 8, 11]",7.0,23.802
23,[21],"[4, 0]",2.0,25.994
24,[20],"[0, 13]",2.0,11.154
25,"[20, 10]","[0, 8, 6]",10.0,43.777
26,"[20, 110]","[0, 8, 5]",14.2,39.924
27,"[110, 120]","[6, 8, 12]",20.2,24.755
28,[121],"[1, 2]",2.0,5.538
29,"[110, 120]","[5, 8, 9]",17.0,19.996
30,"[20, 121]","[13, 0, 4]",7.8,37.653
31,[20],"[10, 0]",2.0,22.192
32,"[110, 20]","[7, 8, 14]",19.8,35.322
33,[20],"[9, 0]",8.0,27.115
34,"[120, 21]","[11, 0, 2]",17.3,34.248
35,[120],"[13, 8]",4.0,27.341
36,"[121, 110]","[2, 4, 8]",25.8,27.692
37,[120],"[12, 10]",2.0,10.32
38,[120],"[14, 9]",4.0,15.692
39,"[21, 10]","[0, 4, 5]",10.3,29.686
40,[121],"[1, 3]",4.0,11.077
41,"[10, 120]","[8, 4, 10]",10.0,18.834
42,[10],"[5, 7]",2.0,7.941
43,-,-,-,-
44,[21],"[2, 0]",4.0,11.731
45,"[110, 121]","[7, 4, 1]",13.2,31.785
46,"[21, 20]","[2, 4, 13]",6.0,37.263
47,"[110, 120]","[6, 4, 10]",4.0,14.619
48,[21],"[2, 3]",2.0,5.538
49,"[110, 21]","[8, 4, 0]",8.8,39.423
50,"[120, 121]","[13, 0, 1]",17.0,17.825
51,"[120, 21]","[13, 0, 2]",4.0,22.571
52,[121],"[2, 1]",2.0,5.538
53,[120],"[13, 10]",2.0,17.021
54,"[10, 21]","[5, 4, 0]",18.6,29.879
55,"[121, 120]","[2, 4, 10]",4.0,20.68
56,[21],"[1, 0]",2.0,6.192
57,"[110, 20]","[7, 8, 11]",15.8,19.953
58,[20],"[12, 13]",2.0,6.72
59,[20],"[11, 8]",2.0,13.723
60,"[110, 20]","[5, 4, 12]",10.5,19.466
61,"[110, 121]","[6, 4, 1]",6.0,29.016
62,"[10, 21]","[7, 4, 2]",15.8,26.402
63,[20],"[8, 12]",18.9,16.603
64,"[121, 110]","[1, 4, 8]",27.8,33.231
65,"[10, 20]","[7, 4, 10]",11.8,17.543
66,"[20, 21]","[14, 0, 4]",6.0,34.016
67,[21],"[3, 1]",2.0,11.077
68,"[10, 120]","[7, 8, 13]",25.9,28.147
69,"[121, 110]","[3, 4, 5]",21.8,12.923
70,"[121, 20]","[1, 0, 13]",24.1,17.346
71,"[110, 120]","[7, 8, 9]",4.9,16.147
72,[120],"[10, 11]",2.0,5.538
73,[120],"[13, 10]",5.4,28.389
74,[20],"[9, 0]",13.2,24.191
75,[10],"[4, 8]",2.0,12.923
76,"[21, 110]","[0, 4, 7]",4.0,37.148
77,"[21, 120]","[2, 0, 14]",19.9,19.358
78,"[120, 10]","[12, 4, 7]",5.0,26.927
79,[20],"[8, 11]",2.0,13.723
