user ID,used buses,used transfer points,waiting time,ride time
0,"[10, 120, 21]","[5, 4, 0, 1]",6.0,35.879
1,[110],"[7, 5]",2.0,7.941
2,"[20, 121]","[12, 0, 2]",4.0,25.264
3,"[120, 10]","[0, 8, 5]",11.2,45.633
4,"[120, 110]","[13, 8, 5]",20.0,31.172
5,"[10, 120]","[6, 8, 10]",9.8,17.53
6,[120],"[14, 13]",2.0,3.692
7,"[121, 20]","[2, 4, 10]",4.0,20.68
8,"[20, 10]","[10, 4, 5]",4.0,9.603
9,[120],"[8, 10]",2.0,10.32
10,"[10, 20]","[6, 8, 12]",6.0,24.664
11,"[20, 10]","[13, 8, 6]",8.8,32.608
12,[110],"[6, 7]",2.0,2.769
13,"[110, 121]","[8, 4, 2]",4.0,27.692
14,"[121, 10]","[1, 4, 7]",27.1,31.785
15,[20],"[0, 14]",2.0,7.941
16,[20],"[14, 9]",2.0,12.555
17,[10],"[8, 7]",2.0,5.382
18,"[10, 121]","[5, 4, 1]",24.4,24.0
19,"[20, 10]","[9, 4, 6]",21.7,20.529
20,[21],"[3, 2]",2.0,5.538
21,[120],"[9, 4]",2.0,11.821
22,[120],"[14, 13]",2.0,3.692
23,"[21, 120]","[1, 0, 10]",24.2,28.384
24,"[121, 110]","[3, 4, 7]",24.7,20.708
25,[120],"[12, 14]",2.0,6.72
26,"[110, 21]","[5, 4, 2]",19.1,18.462
27,[20],"[14, 11]",4.0,15.368
28,"[21, 20]","[2, 4, 11]",26.3,25.574
29,"[120, 110]","[10, 4, 7]",19.9,17.064
