user ID,used buses,used transfer points,waiting time,ride time
0,"[120, 21]","[10, 4, 0]",8.1,32.41
1,[110],"[7, 8]",2.0,5.382
2,"[110, 120]","[8, 4, 12]",6.0,28.698
3,"[10, 21]","[5, 4, 2]",4.0,18.462
4,"[110, 121]","[6, 4, 0]",26.2,35.208
5,"[120, 121]","[11, 4, 2]",9.6,25.574
6,[20],"[4, 8]",2.0,12.923
7,"[120, 121]","[11, 4, 2]",26.3,25.574
8,[20],"[0, 13]",2.0,11.154
9,"[10, 120]","[6, 4, 14]",17.2,31.204
10,[120],"[11, 9]",2.0,3.806
11,[20],"[14, 0]",2.0,7.941
12,[120],"[4, 14]",6.0,22.495
13,[120],"[9, 10]",2.0,5.911
14,-,-,-,-
15,[10],"[5, 4]",2.0,3.692
16,"[121, 110]","[3, 4, 8]",16.9,22.154
17,[10],"[5, 7]",2.0,7.941
18,"[121, 110]","[1, 4, 6]",18.4,29.016
19,"[10, 20]","[5, 4, 8]",7.4,16.615
20,-,-,-,-
21,"[10, 121]","[7, 4, 0]",25.7,38.133
22,"[121, 110]","[1, 4, 6]",18.4,29.016
23,"[10, 121]","[5, 4, 1]",20.9,24.0
24,"[21, 20, 110]","[1, 4, 8, 6]",15.5,40.44
25,[120],"[14, 11]",2.0,11.077
26,"[120, 110]","[13, 4, 5]",26.4,26.173
27,-,-,-,-
28,[20],"[10, 0]",10.1,24.556
29,"[20, 21, 110]","[14, 0, 4, 7]",10.2,45.281
30,[20],"[0, 11]",4.0,19.018
31,"[121, 120]","[2, 4, 10]",24.0,20.68
32,[21],"[2, 0]",2.0,11.418
33,[121],"[4, 3]",2.0,9.231
34,"[21, 20]","[2, 0, 9]",22.2,30.89
35,[120],"[4, 9]",2.0,11.821
36,[120],"[9, 8]",2.0,10.765
37,-,-,-,-
38,[121],"[0, 3]",12.8,17.269
39,"[121, 20, 110]","[1, 4, 8, 6]",11.2,40.44
40,[21],"[0, 4]",4.0,26.075
41,-,-,-,-
42,[121],"[2, 3]",2.0,5.538
43,[120],"[9, 8]",2.0,10.765
44,"[21, 10]","[3, 4, 7]",23.2,20.864
45,[20],"[14, 8]",4.0,23.233
46,[21],"[1, 4]",2.0,20.308
47,[10],"[7, 6]",2.0,2.769
48,"[120, 110]","[12, 8, 4]",6.0,29.526
49,"[121, 120]","[1, 0, 10]",21.9,30.748
50,-,-,-,-
51,"[20, 21]","[11, 0, 2]",10.1,30.435
52,[21],"[0, 2]",2.0,11.418
53,[120],"[9, 11]",2.0,3.806
54,"[120, 10]","[12, 8, 5]",11.6,32.662
55,[20],"[11, 13]",2.0,11.676
56,[20],"[11, 14]",2.0,11.077
57,[110],"[7, 6]",2.0,2.769
58,[20],"[13, 14]",2.0,3.692
59,"[21, 10]","[3, 4, 7]",25.0,20.384
60,[120],"[12, 13]",2.0,6.72
61,[20],"[11, 9]",4.0,11.449
62,"[110, 21]","[8, 4, 2]",8.4,30.687
63,"[110, 20]","[7, 8, 10]",5.6,15.703
64,"[110, 20]","[6, 8, 11]",9.6,24.01
65,"[21, 20]","[1, 0, 12]",18.3,20.853
66,"[121, 110, 120]","[3, 4, 8, 11]",8.2,36.725
67,"[20, 121]","[9, 0, 2]",16.8,34.554
68,[20],"[11, 10]",2.0,5.538
69,[21],"[1, 4]",2.0,20.308
70,-,-,-,-
71,[10],"[7, 6]",2.0,2.769
72,"[20, 110, 21]","[9, 8, 4, 1]",8.0,43.996
73,[10],"[7, 8]",2.0,5.382
74,[20],"[14, 8]",19.4,25.648
75,"[120, 10]","[12, 8, 6]",9.5,26.751
76,"[120, 121, 10]","[13, 0, 4, 6]",9.8,46.362
77,-,-,-,-
78,[120],"[0, 10]",16.0,24.556
79,[120],"[10, 11]",4.1,16.715
