number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:10:32,[],[]
2,21,08:10:32,08:12:32,['17'],[]
3,17,08:25:27,08:27:27,[],['17']
4,0,08:35:57,08:37:58,['0'],[]
5,17,08:46:28,08:48:28,[],['0']
6,0,08:56:58,09:12:08,['9'],[]
7,18,09:23:41,09:31:05,[],['9']
8,21,09:40:18,10:25:00,"['5', '14']",[]
9,19,10:31:27,10:33:27,[],['14']
10,18,10:36:13,10:38:13,[],['5']
11,15,10:47:26,11:20:00,['15'],[]
12,0,11:22:46,11:24:46,[],['15']
13,15,11:27:32,12:25:00,['6'],[]
14,19,12:36:33,12:38:33,[],['6']
15,21,12:45:00,13:15:59,['16'],[]
16,0,13:36:08,13:38:09,"['2', '13']",['16']
17,16,13:44:36,13:50:15,[],"['2', '13']"
18,18,13:56:54,14:05:00,['18'],[]
19,0,14:16:33,14:23:53,[],['18']
20,28,14:44:02,19:00:00,[],[]
