number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:04:40,[],[]
2,1,08:07:59,08:10:00,['44'],[]
3,18,08:21:40,08:40:00,['38'],['44']
4,6,08:42:03,08:56:47,"['39', '29']",['38']
5,4,08:59:33,09:01:33,[],['39']
6,3,09:04:19,09:12:14,[],['29']
7,1,09:16:50,09:20:00,['0'],[]
8,3,09:24:36,09:30:00,['3'],['0']
9,1,09:34:36,09:36:36,[],['3']
10,0,09:39:55,09:42:17,['49'],[]
11,2,09:46:11,09:48:12,['24'],[]
12,4,09:54:23,09:56:23,[],['49']
13,6,09:59:09,10:01:10,['33'],[]
14,18,10:03:13,10:05:13,[],"['24', '33']"
15,20,10:07:59,10:10:00,['23'],[]
16,19,10:12:03,10:15:00,['19'],[]
17,17,10:17:55,10:19:55,['10'],['23']
18,6,10:21:58,10:23:58,[],['10']
19,3,10:29:30,10:31:31,[],['19']
20,5,10:35:12,10:37:12,['11'],[]
21,4,10:38:07,10:40:08,[],['11']
22,1,10:47:09,10:50:00,['17'],[]
23,3,10:54:36,10:56:36,[],['17']
24,6,11:02:08,11:06:23,"['37', '28']",[]
25,4,11:09:09,11:11:09,[],['37']
26,3,11:13:55,11:15:55,[],['28']
27,21,11:23:44,19:00:00,[],[]
