user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[6, 8]","[12, 6, 28]",4.0,24.74,24.74,2
1,"[0, 17]","[18, 0, 21]",6.0,24.76,24.76,2
2,"[17, 0]","[28, 0, 2]",6.0,24.995,24.57,2
3,[10],"[18, 17]",2.0,2.571,2.57,1
4,"[7, 16]","[27, 0, 8]",4.0,29.327,29.33,2
5,"[10, 16, 17]","[4, 6, 0, 24]",6.0,30.899,23.7,2
6,"[6, 10]","[10, 6, 19]",4.0,13.241,13.24,2
7,"[17, 0]","[27, 0, 18]",6.0,36.407,19.07,3
8,[16],"[10, 16]",2.0,8.625,8.62,1
9,"[6, 10]","[7, 6, 5]",19.0,14.214,14.21,2
