number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:27:32,[],[]
2,3,08:36:50,08:38:51,['12'],[]
3,1,08:45:46,08:55:00,['49'],['12']
4,3,09:01:55,09:35:00,['9'],['49']
5,0,09:44:18,09:53:41,[],['9']
6,3,10:02:59,10:05:00,"['21', '14']",[]
7,5,10:10:54,10:12:54,[],['14']
8,6,10:13:35,10:20:00,['42'],['21']
9,3,10:25:42,10:27:42,['39'],['42']
10,4,10:31:09,10:34:54,[],['39']
11,3,10:38:21,10:40:22,['36'],[]
12,4,10:43:49,10:45:50,[],['36']
13,3,10:49:17,11:36:09,"['30', '16']",[]
14,4,11:39:36,11:41:36,[],['16']
15,6,11:47:30,11:58:02,[],['30']
16,3,12:03:44,12:05:45,['8'],[]
17,2,12:09:12,12:11:12,[],['8']
18,1,12:14:39,12:25:00,['32'],[]
19,2,12:28:27,12:30:27,[],['32']
20,3,12:33:54,12:36:09,['11'],[]
21,5,12:42:03,12:44:04,[],['11']
22,1,12:54:38,13:18:26,['38'],[]
23,2,13:21:53,13:33:22,['26'],[]
24,3,13:36:49,13:38:50,"['15', '22', '13']",[]
25,4,13:42:17,13:44:35,[],"['15', '38']"
26,5,13:50:17,13:52:18,[],"['22', '13']"
27,6,13:52:59,13:55:00,['7'],['26']
28,5,13:55:41,13:57:41,[],['7']
29,6,13:58:22,14:15:00,['20'],[]
30,5,14:15:41,14:17:41,[],['20']
31,14,14:32:29,19:00:00,[],[]
