number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:33:00,[],[]
2,3,08:42:18,10:21:24,['24'],[]
3,13,10:38:04,10:50:00,['19'],['24']
4,3,11:06:40,11:34:26,['0'],['19']
5,11,11:45:30,11:47:31,[],['0']
6,13,11:53:13,11:55:13,['14'],[]
7,12,11:57:59,12:00:00,['29'],[]
8,3,12:16:40,12:18:40,[],"['29', '14']"
9,7,12:25:47,12:40:03,['4'],[]
10,0,12:43:30,12:45:31,[],['4']
11,8,12:57:59,13:00:00,['5'],[]
12,3,13:04:09,13:08:12,[],['5']
13,10,13:17:59,13:20:00,['21'],[]
14,11,13:21:57,13:23:57,[],['21']
15,3,13:35:01,13:37:02,['11'],[]
16,7,13:44:09,13:46:09,[],['11']
17,3,13:53:16,13:55:17,"['8', '26']",[]
18,8,13:59:26,14:01:26,[],['8']
19,11,14:08:21,14:12:10,[],['26']
20,21,14:30:48,19:00:00,[],[]
