user ID,used buses,used transfer points,waiting time,ride time
0,"[21, 110]","[2, 4, 5]",17.9,18.462
1,[120],"[12, 14]",4.0,10.412
2,"[120, 121]","[11, 4, 1]",4.0,31.112
3,-,-,-,-
4,[110],"[4, 5]",2.0,3.692
5,"[120, 110]","[10, 4, 6]",11.8,14.619
6,"[20, 10]","[11, 4, 5]",4.0,14.497
7,"[110, 120]","[6, 8, 0]",24.1,38.601
8,[21],"[4, 0]",5.6,26.5
9,[110],"[4, 7]",4.0,11.633
10,[120],"[11, 12]",2.0,4.971
11,"[120, 110]","[11, 4, 6]",6.9,19.513
12,-,-,-,-
13,[10],"[8, 4]",4.0,16.536
14,"[10, 120]","[7, 4, 13]",14.7,33.649
15,"[10, 20]","[6, 4, 12]",24.2,25.378
16,"[20, 110]","[10, 4, 6]",14.9,14.619
17,"[20, 10]","[11, 4, 8]",10.1,23.727
18,[20],"[9, 14]",5.0,15.692
19,[20],"[11, 12]",2.0,4.971
20,"[10, 20]","[5, 4, 12]",22.2,19.468
21,"[20, 121]","[13, 4, 3]",23.0,31.711
22,[20],"[14, 10]",7.3,27.792
23,"[110, 120]","[5, 4, 10]",4.0,9.603
24,"[10, 120]","[5, 8, 12]",18.4,25.834
25,[110],"[4, 6]",2.0,8.708
26,[110],"[4, 7]",15.6,11.478
27,[20],"[13, 0]",4.0,11.633
28,[21],"[4, 0]",2.0,25.994
29,"[110, 120]","[6, 8, 9]",20.1,18.916
30,"[110, 21]","[7, 4, 1]",25.8,31.461
31,[120],"[11, 9]",2.0,3.806
32,"[120, 21]","[13, 0, 2]",9.8,23.051
33,"[110, 20]","[5, 4, 10]",21.1,9.603
34,"[110, 120]","[7, 4, 9]",8.0,23.454
35,[10],"[7, 6]",2.0,2.769
36,"[120, 21]","[9, 4, 3]",22.7,21.052
37,-,-,-,-
38,[21],"[2, 1]",2.0,5.538
39,"[110, 21, 120]","[5, 4, 0, 13]",10.5,40.84
