number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,07:51:03,[],[]
2,13,08:12:59,08:15:00,['21'],[]
3,11,08:26:40,08:40:00,['17'],[]
4,4,08:50:48,08:52:48,['33'],"['17', '21']"
5,10,08:58:42,09:00:42,['16'],['33']
6,4,09:06:36,09:08:37,"['20', '15']",['16']
7,11,09:19:25,09:24:42,['19'],[]
8,12,09:29:40,09:34:14,[],"['20', '15', '19']"
9,9,09:40:04,09:55:00,['18'],[]
10,13,10:07:00,10:10:00,['27'],[]
11,14,10:13:41,10:15:41,[],['18']
12,0,10:23:37,10:25:37,[],['27']
13,14,10:33:33,10:35:34,['22'],[]
14,11,10:46:38,10:50:00,['6'],[]
15,4,11:00:48,11:02:48,[],['6']
16,10,11:08:42,11:10:42,[],['22']
17,16,11:21:01,19:00:00,[],[]
