user ID,used buses,used transfer points,waiting time,ride time
0,"[8, 7, 0]","[31, 28, 0, 1]",25.2,26.328
1,-,-,-,-
2,-,-,-,-
3,"[6, 8]","[9, 6, 30]",19.5,24.459
4,-,-,-,-
5,[0],"[6, 20]",2.0,5.75
6,-,-,-,-
7,"[0, 6]","[2, 6, 13]",24.9,21.976
8,-,-,-,-
9,[0],"[3, 18]",4.0,10.589
10,"[0, 8]","[19, 6, 31]",14.3,14.729
11,"[7, 8, 0]","[26, 28, 6, 4]",11.9,22.868
12,"[8, 0]","[28, 6, 1]",21.4,28.193
13,"[7, 8, 0]","[27, 28, 6, 4]",20.3,21.919
14,[0],"[5, 1]",2.0,10.985
15,"[6, 8, 7]","[14, 6, 28, 26]",16.3,26.271
16,"[8, 6]","[31, 6, 14]",9.1,18.777
17,[6],"[15, 12]",4.0,6.208
18,-,-,-,-
19,"[6, 0]","[16, 6, 0]",6.1,19.583
20,-,-,-,-
21,-,-,-,-
22,"[7, 0]","[27, 0, 2]",24.8,21.358
23,"[6, 8]","[14, 6, 17]",15.5,9.799
24,"[8, 6]","[29, 6, 11]",9.4,19.973
25,[7],"[21, 25]",2.0,9.0
26,"[7, 8]","[24, 28, 6]",9.6,24.11
27,"[8, 0]","[31, 6, 0]",15.0,30.046
28,-,-,-,-
29,-,-,-,-
30,"[6, 0]","[13, 6, 3]",7.8,17.074
31,"[8, 7]","[31, 28, 27]",4.0,6.208
32,-,-,-,-
33,"[0, 7]","[1, 0, 21]",4.0,9.271
34,-,-,-,-
35,"[6, 0]","[14, 6, 3]",6.5,14.921
36,[7],"[27, 28]",2.0,3.637
37,"[8, 7]","[29, 28, 27]",20.7,12.637
38,"[6, 8, 7]","[7, 6, 28, 25]",13.9,33.453
39,"[8, 6]","[29, 6, 8]",14.5,24.902
40,-,-,-,-
41,[6],"[15, 10]",4.0,12.64
42,"[7, 8, 6]","[25, 28, 6, 13]",29.3,31.034
43,[8],"[28, 6]",4.0,14.75
44,[0],"[0, 20]",8.0,23.568
45,[7],"[25, 24]",2.0,2.571
46,"[6, 0]","[13, 6, 2]",25.0,21.842
47,"[6, 8]","[15, 6, 17]",12.9,7.511
48,-,-,-,-
49,"[8, 6]","[31, 6, 11]",24.0,26.555
50,-,-,-,-
51,"[6, 8]","[12, 6, 31]",24.7,22.219
52,"[8, 0]","[28, 6, 4]",17.9,18.232
53,[6],"[6, 8]",12.5,19.847
54,"[0, 6]","[5, 6, 12]",11.6,12.937
55,"[0, 6]","[19, 6, 14]",10.0,9.799
56,"[0, 6]","[5, 6, 9]",11.0,14.071
57,-,-,-,-
58,"[0, 6]","[2, 6, 14]",21.2,20.376
59,[6],"[6, 10]",2.0,10.366
