user ID,used buses,used transfer points,waiting time,ride time
0,[0],"[18, 1]",16.9,16.358
1,"[16, 0]","[11, 6, 4]",12.2,16.585
2,"[6, 0]","[9, 6, 19]",6.0,14.526
3,[10],"[17, 4]",2.0,6.556
4,"[16, 0]","[13, 6, 5]",22.2,11.932
5,"[16, 0]","[11, 6, 18]",23.5,15.603
6,[16],"[16, 12]",2.0,8.625
7,"[0, 16]","[17, 6, 12]",17.3,13.318
8,[6],"[8, 9]",2.0,1.286
9,[10],"[3, 20]",4.0,16.794
10,[0],"[4, 19]",2.0,5.75
11,[10],"[17, 19]",2.0,4.066
12,"[0, 16]","[20, 6, 7]",11.8,29.741
13,[6],"[7, 15]",6.0,12.964
14,[16],"[13, 8]",2.0,9.792
15,[6],"[12, 10]",2.0,5.455
16,"[10, 16]","[20, 6, 12]",9.9,16.116
17,[6],"[16, 12]",10.2,10.444
18,"[0, 16]","[2, 6, 7]",4.0,23.84
19,[6],"[16, 11]",2.0,10.91
20,[6],"[15, 6]",2.0,4.636
21,[16],"[16, 15]",2.0,2.875
22,"[10, 6]","[18, 6, 7]",20.8,14.518
23,[10],"[17, 20]",2.0,6.429
24,"[10, 16]","[19, 6, 15]",6.0,7.568
25,[10],"[6, 2]",2.0,12.197
26,"[10, 6]","[5, 6, 13]",18.0,12.35
27,"[6, 10]","[14, 6, 18]",10.2,9.799
28,"[6, 0]","[10, 6, 19]",4.0,13.241
29,"[16, 10]","[0, 6, 3]",4.8,24.964
30,"[16, 0]","[12, 6, 1]",25.8,23.849
31,[10],"[19, 18]",2.0,1.818
32,[6],"[14, 0]",2.0,19.114
33,"[0, 6]","[3, 6, 8]",17.4,27.99
34,[0],"[3, 1]",2.0,6.429
35,"[10, 16]","[0, 6, 11]",9.6,29.978
36,[6],"[14, 10]",5.0,10.781
37,[16],"[13, 8]",2.0,9.792
38,"[0, 16]","[5, 6, 13]",7.2,11.932
39,[10],"[19, 3]",6.0,14.655
40,[10],"[17, 3]",2.0,10.366
41,"[16, 10]","[12, 6, 18]",6.0,13.261
42,"[6, 10]","[10, 6, 20]",4.0,16.116
43,[0],"[2, 4]",16.8,9.312
44,[0],"[6, 1]",2.0,13.423
45,[0],"[4, 17]",2.0,6.556
46,"[10, 6]","[17, 6, 11]",20.5,16.723
47,"[0, 6]","[3, 6, 7]",6.0,19.357
48,[6],"[15, 14]",2.0,2.571
49,[16],"[15, 6]",2.0,4.636
50,"[10, 6]","[18, 6, 15]",5.1,7.511
51,[0],"[4, 5]",2.0,1.286
52,"[6, 10]","[9, 6, 18]",12.2,17.619
53,"[16, 10]","[14, 6, 19]",6.3,9.799
54,"[0, 6]","[5, 6, 8]",16.4,19.935
55,[6],"[6, 11]",2.0,12.728
56,[6],"[14, 13]",2.0,2.571
57,"[6, 0]","[12, 6, 5]",16.3,12.937
58,[0],"[2, 1]",2.0,1.286
59,[0],"[18, 2]",6.0,15.238
