number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,07:47:14,[],[]
2,9,07:57:59,08:00:00,['5'],[]
3,0,08:19:28,08:21:28,[],['5']
4,14,08:29:24,08:31:57,['7'],[]
5,0,08:39:53,08:41:53,[],['7']
6,10,09:04:04,09:45:00,['2'],[]
7,8,09:55:19,09:57:19,['1'],['2']
8,10,10:07:38,10:09:38,[],['1']
9,13,10:26:39,10:47:17,"['0', '29', '22']",[]
10,11,10:58:57,11:00:57,[],['22']
11,4,11:11:45,11:13:45,"['26', '16']","['0', '29']"
12,13,11:36:13,11:45:06,[],"['26', '16']"
13,9,11:57:06,12:07:30,['30'],[]
14,11,12:11:18,12:13:19,['8'],[]
15,0,12:30:17,12:34:44,"['27', '3']","['30', '8']"
16,13,12:45:53,12:47:53,"['18', '12']","['27', '3']"
17,14,12:51:34,12:53:35,[],['12']
18,0,13:01:31,13:03:31,[],['18']
19,9,13:22:59,13:25:00,['4'],[]
20,8,13:35:45,13:38:42,['21'],['4']
21,9,13:49:27,13:51:28,['24'],[]
22,4,14:03:17,14:07:09,"['6', '14']","['21', '24']"
23,12,14:22:55,14:24:57,[],['6']
24,13,14:31:40,14:33:40,[],['14']
25,27,14:55:36,19:00:00,[],[]
