user ID,used buses,used transfer points,waiting time,ride time
0,"[14, 20]","[22, 13, 4]",12.9,33.91
1,"[10, 20]","[7, 8, 10]",23.6,15.703
2,[20],"[10, 8]",2.0,10.32
3,"[30, 20, 14]","[15, 0, 13, 22]",24.5,24.243
4,"[20, 10]","[9, 8, 7]",4.9,16.147
5,"[20, 21]","[9, 0, 3]",4.0,36.317
6,"[21, 20]","[1, 4, 12]",8.8,36.081
7,"[20, 30]","[14, 0, 15]",21.6,10.71
8,"[20, 30]","[11, 0, 21]",8.9,37.254
9,"[14, 30, 21]","[23, 21, 0, 1]",11.7,40.682
10,"[14, 30]","[22, 21, 18]",4.0,14.769
11,-,-,-,-
12,"[14, 20]","[24, 13, 14]",16.4,12.15
13,[30],"[21, 19]",2.0,6.462
14,"[21, 20, 14]","[3, 4, 13, 21]",10.9,45.447
15,-,-,-,-
16,"[10, 20, 14]","[5, 4, 13, 22]",27.0,36.491
17,"[30, 14]","[18, 21, 25]",24.2,23.28
18,"[14, 20, 21]","[25, 13, 0, 2]",24.4,25.97
19,[30],"[0, 15]",2.0,2.769
20,-,-,-,-
21,"[10, 20, 21]","[7, 8, 4, 0]",9.9,53.962
22,[20],"[13, 11]",2.0,11.676
23,"[21, 30]","[2, 0, 16]",9.5,17.879
24,[20],"[9, 4]",2.0,11.821
25,"[14, 30, 21]","[25, 21, 0, 1]",8.6,39.176
26,"[21, 20]","[2, 4, 13]",4.0,37.248
27,"[30, 20]","[16, 0, 13]",4.0,17.615
28,-,-,-,-
29,"[14, 20, 21]","[25, 13, 4, 3]",8.0,34.63
30,"[20, 30]","[9, 0, 21]",10.9,41.06
31,"[30, 21]","[19, 0, 1]",4.0,20.252
32,"[30, 14]","[16, 21, 22]",9.3,19.598
33,"[30, 14]","[15, 21, 23]",16.3,31.844
34,-,-,-,-
35,-,-,-,-
36,-,-,-,-
37,-,-,-,-
38,"[21, 30]","[3, 0, 16]",18.9,23.418
39,-,-,-,-
