number,stop ID,arrival time,departure time,pick up users,drop of users
1,22,07:00:00,07:58:01,[],[]
2,14,08:02:59,08:05:00,['26'],[]
3,12,08:07:36,08:09:36,[],['26']
4,11,08:12:22,08:14:22,['8'],[]
5,10,08:17:08,08:19:08,[],['8']
6,8,08:20:58,08:22:59,['35'],[]
7,9,08:23:54,08:35:05,['29'],['35']
8,12,08:39:41,08:41:42,['21'],[]
9,13,08:43:32,08:45:33,['39'],[]
10,14,08:47:23,08:49:24,['27'],[]
11,6,08:54:22,08:56:47,"['38', '40']","['29', '27', '21', '39']"
12,14,09:01:45,09:03:45,[],['38']
13,11,09:08:43,09:10:44,[],['40']
14,8,09:14:03,09:35:00,['33'],[]
15,16,09:42:53,09:44:53,['16'],[]
16,6,09:46:11,09:48:11,['2'],"['16', '33']"
17,10,09:55:37,10:11:36,[],['2']
18,9,10:12:31,10:14:32,['36'],[]
19,12,10:19:08,10:21:09,['41'],[]
20,13,10:22:59,10:25:00,['30'],[]
21,6,10:31:43,10:38:19,['10'],"['36', '30', '41']"
22,12,10:45:45,10:47:46,['4'],[]
23,7,10:54:58,11:00:00,['9'],"['10', '4']"
24,9,11:02:55,11:04:55,['28'],[]
25,6,11:13:10,11:15:10,[],"['9', '28']"
26,22,11:15:09,19:00:00,[],[]
