number,stop ID,arrival time,departure time,pick up users,drop of users
1,33,07:00:00,07:55:56,[],[]
2,7,08:07:34,08:09:35,['9'],[]
3,9,08:13:38,08:25:00,['8'],[]
4,15,08:32:49,08:34:49,['7'],[]
5,6,08:39:27,08:44:59,[],"['8', '7', '9']"
6,15,08:49:37,08:52:51,['6'],[]
7,13,08:57:59,09:00:00,['19'],[]
8,12,09:02:34,09:04:34,[],['6']
9,0,09:24:11,09:26:11,[],['19']
10,6,09:43:25,09:47:13,['11'],[]
11,10,09:57:34,09:59:34,[],['11']
12,0,10:13:56,10:30:35,"['0', '2']",[]
13,6,10:47:49,11:10:00,['18'],"['0', '2']"
14,13,11:19:21,11:37:21,[],['18']
15,33,11:46:42,19:00:00,[],[]
