user ID,used buses,used transfer points,waiting time,ride time
0,[14],"[19, 18]",2.0,2.077
1,[18],"[4, 2]",2.0,6.923
2,"[24, 18]","[14, 4, 5]",6.0,13.87
3,[28],"[2, 0]",2.0,7.128
4,[14],"[4, 16]",2.0,3.728
5,"[24, 18]","[16, 4, 3]",19.4,7.19
6,[29],"[13, 10]",2.0,7.456
7,[14],"[18, 4]",2.0,9.0
8,"[18, 29]","[2, 3, 10]",22.7,13.252
9,"[19, 18, 14]","[8, 3, 4, 15]",25.7,13.998
10,[14],"[16, 14]",2.0,4.433
11,"[18, 14]","[1, 4, 14]",10.1,18.546
12,[28],"[0, 5]",2.0,14.816
13,-,-,-,-
14,[14],"[15, 18]",2.0,15.294
15,[28],"[6, 1]",2.0,9.985
16,"[29, 18, 14]","[10, 3, 4, 15]",27.2,19.75
17,"[24, 28, 29]","[20, 4, 3, 8]",24.3,21.747
18,[24],"[17, 15]",2.0,11.27
19,[14],"[18, 4]",2.0,9.0
20,[18],"[4, 2]",2.0,6.923
21,[29],"[11, 8]",4.9,6.923
22,[28],"[0, 1]",2.0,6.231
23,"[19, 18, 14]","[13, 3, 4, 14]",23.0,28.409
24,"[29, 28, 24]","[11, 3, 4, 14]",10.9,22.432
25,[14],"[18, 4]",2.0,9.0
26,[14],"[16, 15]",2.0,2.769
27,[29],"[9, 7]",6.0,14.743
28,[24],"[4, 14]",2.0,7.894
29,[24],"[17, 14]",4.0,12.789
30,"[24, 18]","[20, 4, 6]",6.0,20.047
31,[29],"[7, 10]",4.0,16.918
32,[24],"[14, 16]",2.0,4.433
33,"[24, 28, 29]","[19, 4, 3, 8]",22.3,16.852
34,[24],"[16, 17]",2.0,8.563
35,"[19, 18, 14]","[11, 3, 4, 16]",19.0,18.267
36,"[24, 28, 19]","[20, 4, 3, 12]",21.0,34.266
37,"[29, 18, 14]","[8, 3, 4, 16]",24.8,11.344
38,"[18, 29]","[4, 3, 11]",23.2,14.538
39,"[28, 19]","[2, 3, 12]",4.0,20.135
