user ID,used buses,used transfer points,waiting time,ride time
0,"[6, 0, 7]","[12, 6, 0, 21]",6.0,32.251
1,[6],"[9, 6]",2.0,11.5
2,"[6, 0, 7]","[12, 6, 0, 22]",18.0,34.447
3,"[8, 0]","[17, 6, 2]",4.0,15.072
4,"[6, 0]","[16, 6, 5]",4.0,4.39
5,"[7, 6]","[21, 0, 11]",4.0,22.544
6,"[8, 6]","[31, 6, 10]",25.0,22.219
7,"[6, 8]","[16, 6, 28]",12.4,16.568
8,"[8, 6]","[29, 6, 12]",23.7,16.116
9,"[6, 8]","[13, 6, 31]",4.0,21.214
10,"[8, 0]","[30, 6, 18]",19.4,10.696
11,[6],"[10, 12]",2.0,5.455
12,[8],"[29, 28]",2.0,9.0
13,"[6, 0]","[8, 0, 2]",4.0,18.878
14,[7],"[22, 27]",2.0,10.286
15,"[0, 6, 7]","[19, 6, 0, 22]",8.0,34.044
16,"[8, 6]","[28, 6, 11]",15.7,27.103
17,"[7, 0]","[25, 0, 4]",4.0,26.104
18,"[7, 6]","[25, 0, 14]",26.1,31.311
19,"[0, 7]","[20, 0, 21]",6.8,26.756
