user ID,used buses,used transfer points,waiting time,ride time
0,"[110, 20]","[5, 4, 0]",12.5,33.312
1,[120],"[9, 0]",4.0,23.154
2,"[121, 120]","[3, 0, 11]",4.0,33.815
3,[20],"[12, 0]",2.0,13.846
4,"[20, 10]","[10, 4, 7]",10.2,17.388
5,-,-,-,-
6,"[121, 20]","[1, 4, 9]",6.0,32.129
7,"[21, 10]","[0, 4, 5]",27.1,29.686
8,"[120, 110]","[14, 8, 7]",6.0,28.702
9,"[21, 20]","[1, 0, 10]",22.2,30.359
10,[121],"[4, 0]",23.8,26.075
11,"[10, 21]","[6, 4, 0]",28.0,34.702
12,[21],"[3, 2]",2.0,5.538
13,"[10, 20, 21]","[6, 4, 0, 1]",11.5,44.52
14,[20],"[10, 14]",2.0,16.615
15,"[110, 21]","[5, 4, 3]",15.5,12.923
16,[120],"[14, 11]",2.0,11.077
17,[20],"[14, 10]",4.0,27.46
18,"[10, 120]","[7, 8, 13]",23.4,28.147
19,[10],"[8, 5]",6.0,14.062
20,"[10, 121]","[7, 4, 2]",12.4,27.141
21,[20],"[9, 10]",2.0,5.911
22,[10],"[4, 6]",14.8,9.603
23,"[10, 120]","[7, 8, 13]",14.5,28.147
24,[20],"[4, 9]",2.0,11.821
25,"[21, 10]","[3, 4, 6]",18.5,17.939
26,"[10, 120]","[6, 8, 9]",23.3,18.916
27,"[20, 10]","[9, 4, 5]",23.5,15.513
28,"[110, 21]","[8, 4, 3]",25.4,22.154
29,"[10, 121]","[8, 4, 3]",20.5,22.154
30,"[20, 10]","[10, 8, 6]",4.0,17.53
31,"[10, 120]","[5, 8, 13]",16.5,36.088
32,[120],"[14, 8]",4.0,23.32
33,"[10, 121]","[5, 4, 2]",9.1,18.462
34,"[120, 110]","[0, 8, 7]",6.0,36.076
35,"[110, 20]","[7, 4, 0]",19.6,41.253
36,"[120, 110]","[9, 8, 6]",4.0,17.974
37,[121],"[1, 0]",2.0,6.192
38,"[121, 110]","[2, 4, 8]",26.4,27.692
39,[120],"[12, 13]",2.0,6.72
40,"[121, 110]","[2, 4, 5]",24.4,18.462
41,"[120, 10, 21]","[9, 8, 4, 1]",6.0,43.996
42,"[120, 10]","[11, 8, 6]",7.5,21.874
43,"[120, 10]","[11, 4, 5]",12.3,14.497
44,"[20, 110]","[10, 4, 8]",6.0,18.834
45,"[20, 121]","[10, 4, 1]",22.1,26.218
46,[121],"[3, 2]",2.0,5.538
47,"[110, 21]","[8, 4, 3]",19.9,22.154
48,-,-,-,-
49,"[120, 10]","[12, 8, 5]",11.5,32.756
50,[110],"[6, 8]",2.0,7.209
51,"[21, 20]","[2, 4, 12]",4.0,30.543
52,-,-,-,-
53,[120],"[4, 9]",2.0,11.821
54,"[120, 121]","[11, 4, 1]",7.2,31.112
55,"[121, 20]","[3, 4, 10]",23.4,15.141
56,[121],"[4, 2]",2.0,14.769
57,"[20, 10]","[12, 8, 6]",8.4,27.85
58,"[20, 121]","[10, 4, 2]",18.9,20.68
59,"[110, 20]","[6, 8, 11]",23.3,20.932
