number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:17:00,['16'],[]
2,11,08:35:38,08:37:38,[],['16']
3,10,08:39:35,08:52:47,"['15', '7']",[]
4,9,08:55:16,08:57:17,"['0', '9']",[]
5,8,09:00:44,09:02:44,['39'],[]
6,3,09:06:53,09:23:39,"['40', '46']","['9', '0', '7', '15', '39']"
7,9,09:31:15,09:33:16,[],['40']
8,10,09:35:45,10:02:00,['29'],['46']
9,9,10:04:29,10:17:00,['6'],[]
10,3,10:24:36,10:26:36,"['51', '43']","['6', '29']"
11,10,10:36:23,10:40:43,[],['51']
12,11,10:42:40,10:45:03,[],['43']
13,9,10:48:30,11:02:00,['27'],[]
14,8,11:05:27,11:07:27,[],['27']
15,0,11:19:55,19:00:00,[],[]
