number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,09:25:27,[],[]
2,22,09:37:18,09:47:31,['34'],[]
3,0,09:59:22,10:04:32,['37'],['34']
4,23,10:19:54,10:28:30,[],['37']
5,22,10:32:01,11:12:54,['93'],[]
6,23,11:16:25,11:25:00,['14'],[]
7,24,11:30:32,12:13:16,['65'],"['93', '14']"
8,21,12:25:43,12:27:44,['63'],[]
9,0,12:36:17,12:53:16,['90'],"['65', '63']"
10,24,13:14:08,13:16:09,"['43', '75']",['90']
11,0,13:37:01,13:48:24,['20'],"['43', '75']"
12,24,14:09:16,14:31:46,['33'],['20']
13,0,14:52:38,15:08:00,"['26', '57']",['33']
14,24,15:28:52,15:30:53,[],"['57', '26']"
15,28,15:51:45,19:00:00,[],[]
