user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,[10],"[7, 5]",2.0,7.941,9.93,1
1,"[20, 10]","[0, 8, 7]",14.6,35.619,39.62,2
2,"[20, 21]","[13, 0, 3]",26.2,28.589,31.98,2
3,"[110, 121]","[6, 4, 3]",19.3,18.834,21.92,2
4,[110],"[6, 4]",8.2,9.603,10.7,1
5,"[121, 120]","[3, 4, 9]",25.2,21.052,25.03,2
6,[120],"[9, 13]",2.0,12.0,14.0,1
7,"[120, 110]","[12, 8, 5]",8.0,29.723,23.45,2
8,[21],"[3, 0]",4.0,17.269,18.83,1
9,[120],"[14, 8]",6.0,23.323,25.13,1
10,"[110, 120]","[5, 4, 10]",7.9,9.603,13.6,2
11,"[20, 21]","[12, 4, 1]",8.9,36.083,24.02,2
12,"[121, 20]","[3, 4, 11]",24.9,20.035,24.03,2
13,[10],"[8, 7]",2.0,5.382,7.37,1
14,[120],"[11, 9]",2.0,3.806,5.78,1
15,"[120, 110]","[9, 8, 5]",6.0,23.885,19.5,2
16,[20],"[11, 4]",2.0,10.804,12.78,1
17,[120],"[12, 0]",2.0,13.846,15.83,1
18,"[21, 10]","[2, 4, 8]",4.0,27.692,31.67,2
19,"[20, 21]","[14, 0, 2]",7.9,19.358,23.35,2
