number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:56:59,[],[]
2,19,09:03:27,09:05:27,['11'],[]
3,21,09:11:55,09:13:55,[],['11']
4,20,09:17:37,10:42:00,['52'],[]
5,21,10:45:42,10:47:42,[],['52']
6,19,10:54:10,11:27:07,['40'],[]
7,20,11:29:53,11:31:53,[],['40']
8,19,11:34:39,12:27:00,['59'],[]
9,21,12:33:28,12:35:28,[],['59']
10,20,12:39:10,12:41:10,['48'],[]
11,17,12:50:24,13:02:00,['53'],[]
12,16,13:07:32,13:09:32,[],['48']
13,0,13:16:00,13:18:00,[],['53']
14,16,13:24:28,13:27:00,['14'],[]
15,0,13:33:28,14:15:44,['9'],['14']
16,17,14:24:15,14:26:15,[],['9']
17,21,14:39:10,19:00:00,[],[]
