number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:02:04,[],[]
2,9,08:17:33,08:19:33,['7'],[]
3,8,08:23:01,08:27:00,['11'],[]
4,3,08:31:09,08:33:09,[],['7']
5,7,08:40:17,08:45:20,['0'],['11']
6,3,08:52:28,08:54:28,['26'],['0']
7,10,09:04:15,09:06:15,[],['26']
8,13,09:13:42,09:17:00,"['9', '2']",[]
9,10,09:24:27,09:27:00,['33'],[]
10,9,09:29:30,09:31:30,['34'],[]
11,8,09:34:58,09:36:58,[],"['33', '2']"
12,3,09:41:07,09:48:28,['16'],"['9', '34']"
13,8,09:52:37,09:54:37,[],['16']
14,3,09:58:46,10:00:46,['29'],[]
15,0,10:10:05,10:17:46,[],['29']
16,7,10:21:14,10:23:14,['22'],[]
17,3,10:30:22,10:32:22,[],['22']
18,10,10:42:09,10:44:09,['12'],[]
19,3,10:53:56,10:55:56,['25'],[]
20,7,11:03:04,11:05:04,['31'],"['12', '25']"
21,3,11:12:12,11:14:12,"['1', '39', '24', '15']",[]
22,9,11:21:49,11:23:49,[],['31']
23,10,11:26:19,11:28:19,[],['24']
24,11,11:30:16,11:32:16,[],['15']
25,13,11:37:59,11:47:08,[],"['39', '1']"
26,0,12:11:27,19:00:00,[],[]
