number,stop ID,arrival time,departure time,pick up users,drop of users
1,15,07:00:00,09:38:00,[],[]
2,0,09:38:00,09:40:00,"['12', '17']",[]
3,3,09:56:50,10:07:22,[],['17']
4,4,10:16:35,10:38:18,['2'],['12']
5,3,10:47:31,11:00:00,['67'],[]
6,1,11:11:04,11:20:00,['5'],['67']
7,0,11:26:11,12:13:08,['76'],"['2', '5']"
8,4,12:39:07,12:46:13,"['11', '62', '54']",['76']
9,3,12:55:26,12:57:27,[],['11']
10,2,13:02:59,13:05:00,['77'],['62']
11,0,13:16:25,14:14:56,['19'],"['77', '54']"
12,2,14:26:21,14:28:21,['55'],[]
13,4,14:43:07,14:53:29,[],"['55', '19']"
14,2,15:08:15,15:20:00,['52'],[]
15,1,15:25:32,15:27:32,[],['52']
16,2,15:33:04,15:40:07,['8'],[]
17,0,15:51:32,15:59:11,[],['8']
18,15,15:59:10,19:00:00,[],[]
