number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:35:47,[],[]
2,6,08:42:59,08:45:00,['9'],[]
3,8,08:52:12,08:54:12,[],['9']
4,7,08:59:34,09:19:37,['1'],[]
5,4,09:30:46,09:32:46,['78'],['1']
6,7,09:43:55,10:50:00,['3'],['78']
7,5,10:57:56,11:25:00,['22'],['3']
8,7,11:32:56,11:35:00,"['32', '57']",[]
9,8,11:40:22,11:43:28,[],"['32', '57', '22']"
10,7,11:48:50,12:20:00,['62'],[]
11,5,12:27:56,12:30:00,['54'],[]
12,4,12:33:41,14:00:00,"['64', '36', '6', '69']","['62', '54']"
13,5,14:03:41,14:05:41,[],['69']
14,8,14:14:54,16:47:41,['25'],"['64', '36', '6']"
15,6,16:54:53,17:01:56,[],['25']
16,16,17:09:08,19:00:00,[],[]
