number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:44:50,[],[]
2,0,08:15:04,08:17:04,['33'],[]
3,14,08:25:00,08:27:00,['3'],[]
4,13,08:30:42,08:32:42,['0'],[]
5,11,08:44:23,08:46:23,[],['3']
6,9,08:50:11,08:52:11,['6'],['0']
7,8,09:02:57,09:04:57,[],"['6', '33']"
8,10,09:15:16,09:23:51,['49'],[]
9,4,09:29:46,09:44:12,['19'],['49']
10,11,09:55:00,09:57:00,['9'],['19']
11,10,10:02:32,10:04:32,[],['9']
12,8,10:14:51,10:28:56,"['17', '4']",[]
13,13,10:50:52,11:21:55,['47'],"['17', '4']"
14,9,11:33:55,11:35:55,[],['47']
15,8,11:46:41,19:00:00,[],[]
