user ID,used buses,used transfer points,waiting time,ride time
0,[28],"[2, 5]",11.7,12.632
1,"[28, 24]","[5, 4, 15]",16.3,12.092
2,[24],"[15, 20]",22.0,20.423
3,"[14, 18, 19]","[16, 4, 3, 7]",21.1,14.317
4,[18],"[2, 1]",2.0,3.462
5,"[28, 19]","[1, 3, 13]",25.1,23.596
6,"[19, 18]","[13, 3, 4]",10.8,20.135
7,[28],"[6, 4]",4.0,6.401
8,[14],"[18, 19]",2.0,2.077
9,"[18, 29]","[6, 3, 10]",7.4,15.5
10,"[18, 24]","[1, 4, 14]",6.0,18.278
11,[29],"[11, 3]",2.0,11.077
12,"[19, 28, 14]","[9, 3, 4, 18]",13.6,20.183
13,"[18, 14]","[3, 4, 17]",20.5,8.357
14,[28],"[4, 2]",2.0,6.923
15,"[28, 24]","[2, 4, 17]",22.1,11.818
16,[24],"[18, 4]",2.0,9.0
17,"[24, 28, 19]","[18, 4, 3, 13]",23.3,29.709
18,"[19, 28]","[8, 3, 5]",10.9,13.324
19,"[24, 28]","[20, 4, 5]",24.5,19.749
20,"[14, 18, 29]","[18, 4, 3, 12]",27.7,29.175
21,"[24, 18]","[16, 4, 6]",21.2,9.643
22,[29],"[7, 13]",2.0,23.354
23,[29],"[11, 13]",2.0,5.709
24,"[14, 28]","[16, 4, 6]",4.0,9.643
25,"[28, 29]","[4, 3, 7]",5.3,10.589
26,"[18, 24]","[5, 4, 18]",23.3,14.709
27,"[18, 24]","[2, 0, 14]",17.4,15.231
28,[18],"[1, 2]",2.0,3.462
29,"[29, 28, 14]","[7, 3, 4, 19]",24.1,21.773
30,"[19, 28, 24]","[12, 3, 4, 18]",28.2,29.135
31,"[28, 19]","[5, 3, 8]",9.6,13.324
32,"[14, 28]","[16, 4, 6]",4.0,9.643
33,"[24, 28, 29]","[18, 4, 3, 12]",29.4,29.135
34,"[29, 18]","[12, 3, 0]",8.4,29.846
35,"[28, 19]","[1, 3, 11]",4.0,18.0
36,"[24, 28, 29]","[16, 4, 0, 10]",6.0,32.697
37,[14],"[4, 16]",2.0,3.728
38,"[28, 14]","[2, 4, 16]",4.0,10.651
39,"[14, 18, 19]","[16, 4, 3, 8]",8.8,11.344
40,"[29, 18]","[12, 3, 6]",21.7,26.162
41,[14],"[15, 16]",2.0,2.769
42,"[19, 28, 14]","[13, 3, 4, 16]",25.6,26.632
43,"[29, 18]","[8, 3, 1]",4.0,11.077
44,[29],"[9, 10]",2.0,2.496
45,"[28, 24]","[5, 4, 18]",6.0,14.815
46,"[18, 19]","[0, 3, 8]",4.0,13.468
47,"[14, 28]","[15, 4, 6]",22.2,12.298
48,"[19, 28, 14]","[12, 3, 4, 17]",13.7,25.078
49,"[14, 28, 19]","[17, 4, 3, 10]",13.6,26.455
